ff_sample,fm_sample,mf_sample,mm_sample,ff_comparative_sample,mf_comparative_sample,fm_comparative_sample,mm_comparative_sample,f_gender_sample,m_gender_sample
-0.6,-0.018749999999999996,-0.005381944444444453,-0.25,-0.29375,-0.07857142857142857,-0.05952380952380953,-0.13214285714285715,-0.5,-0.05
-0.15555555555555559,-0.3,-0.09375,-0.2,-0.15555555555555559,-0.1875,-0.15555555555555559,-0.5,-0.18749999999999997,-0.4
-0.1,-0.15555555555555559,-0.07222222222222223,-0.033333333333333326,-0.21944444444444447,-0.15000000000000002,-0.08700284090909091,-0.4666666666666667,-0.27083333333333337,-0.2916666666666667
-0.175,-0.0625,-0.25,-0.20833333333333334,-0.19090909090909092,-0.075,-0.15,-0.11666666666666665,-0.15555555555555559,-0.19999999999999998
-0.14722222222222223,-0.12916666666666668,-0.21851851851851853,-0.0125,-0.1875,-0.3,-0.04375,-0.02777777777777779,-0.14444444444444446,-0.15833333333333333
-0.03333333333333335,-0.4,-0.1,-0.075,-0.04999999999999999,-0.25,-0.6,-0.21428571428571427,-0.15,-0.0851851851851852
-0.17152777777777778,-0.125,-0.125,-0.11623931623931626,-0.3277777777777778,-0.2,-0.024999999999999994,-0.32499999999999996,-0.25,-0.0062500000000000056
-0.033333333333333326,-0.1875,-0.1875,-0.125,-0.20833333333333331,-0.10222222222222221,-0.15555555555555559,-0.1,-0.1875,-0.3
-0.18333333333333335,-0.03125,-0.29583333333333334,-0.07500000000000001,-0.234375,-0.1,-0.20277777777777778,-0.22999999999999998,-0.009999999999999986,-0.01999999999999999
-0.09999999999999998,-0.1875,-0.15555555555555559,-0.6,-0.5,-0.05,-0.25,-0.07142857142857142,-0.2,-0.1
-0.07500000000000001,-0.18888888888888888,-0.1875,-0.2,-0.1,-0.2,-0.3791666666666667,-0.8,-0.09687500000000002,-0.16666666666666666
-0.3,-0.225,-0.05,-0.08333333333333333,-0.10000000000000002,-0.25,-0.08854166666666666,-0.08928571428571429,-0.2,-0.09999999999999992
-0.15555555555555559,-0.5,-0.15625,-0.04999999999999999,-0.10138888888888889,-0.09999999999999999,-0.11000000000000001,-0.11500000000000002,-0.4,-0.125
-0.06666666666666665,-0.10714285714285714,-0.575,-0.3333333333333333,-1.0,-0.09428571428571428,-0.13333333333333333,-0.12083333333333335,-0.010714285714285707,-0.1875
-0.1,-0.06388888888888888,-0.24375000000000002,-0.1,-0.038461538461538464,-0.004166666666666659,-0.3,-0.5,-0.22685185185185186,-0.09375
-0.05416666666666667,-0.008333333333333331,-0.5,-0.28125,-0.1875,-0.1388888888888889,-0.025925925925925918,-0.11435185185185186,-0.3125,-0.55
-0.65,-0.0625,-0.16666666666666666,-0.9,-0.051851851851851864,-0.125,-0.11805555555555554,-0.1875,-0.1,-0.16666666666666666
-0.3143518518518518,-0.5,-0.027579365079365075,-0.05,-0.25,-0.1875,-0.05000000000000001,-0.3125,-0.2740740740740741,-0.7
-0.1375,-0.09375,-0.15555555555555559,-0.05,-0.04999999999999999,-0.04375,-0.2,-0.054761904761904755,-0.15555555555555559,-0.2
-0.075,-0.15,-0.046875,-0.30000000000000004,-0.15555555555555559,-1.0,-0.012499999999999997,-0.15555555555555559,-0.13333333333333333,-0.22499999999999998
-0.22916666666666666,-0.1038888888888889,-0.4,-0.2,-0.09375,-0.25,-0.02037037037037039,-0.05,-0.1875,-0.2
-0.08648351648351649,-0.09999999999999999,-0.1027777777777778,-0.07777777777777779,-0.2333333333333333,-0.05,-0.2,-0.2833333333333333,-0.2,-0.14583333333333334
-0.2625,-0.15555555555555559,-0.125,-0.3,-0.1875,-0.30000000000000004,-0.10000000000000002,-0.08333333333333333,-0.5,-0.07499999999999996
-0.2125,-0.024999999999999994,-0.0625,-0.26666666666666666,-0.3,-0.04999999999999999,-0.035096153846153846,-1.0,-0.5,-0.05
-0.2,-0.025,-0.01979166666666668,-0.04166666666666667,-0.09375,-0.10714285714285715,-0.021212121212121196,-0.1875,-0.5,-0.13333333333333333
-0.25,-0.025,-0.15,-0.03888888888888889,-0.15000000000000002,-0.6,-0.6999999999999998,-0.3333333333333333,-1.0,-0.15555555555555559
-0.15555555555555559,-0.1375,-0.125,-0.027777777777777773,-0.15000000000000002,-0.11000000000000001,-0.05,-0.14111111111111113,-0.15000000000000002,-0.25
-0.11458333333333333,-0.2777777777777778,-0.5,-0.4,-0.12083333333333333,-0.12825396825396826,-0.02777777777777779,-0.10178571428571428,-0.071875,-0.1277777777777778
-0.5,-0.12083333333333335,-0.225,-0.1125,-0.3125,-0.15555555555555559,-1.0,-0.025,-0.029166666666666664,-0.05
-0.21428571428571427,-0.15555555555555559,-0.5,-0.42499999999999993,-0.04999999999999999,-0.3458333333333333,-0.45,-0.033333333333333354,-0.125,-0.023809523809523808
-0.21,-0.29375,-0.25,-0.1,-0.0625,-0.16666666666666666,-0.025,-0.15185185185185188,-0.1875,-0.05555555555555555
-0.09375,-0.1775,-0.7,-0.05925925925925926,-0.6,-0.1875,-0.325,-0.16964285714285715,-0.1,-0.25
-0.03125,-0.11666666666666665,-0.05,-0.6,-0.15,-0.025,-0.2,-0.07777777777777779,-0.11666666666666668,-0.4
-0.26,-0.08333333333333333,-0.033333333333333326,-0.05,-0.00625,-0.03333333333333336,-0.04583333333333334,-0.3833333333333333,-0.1,-0.041666666666666664
-0.025000000000000022,-0.07500000000000001,-0.05,-0.125,-0.00833333333333334,-0.4,-0.2,-0.25,-0.11249999999999999,-0.2
-0.06999999999999999,-0.049999999999999996,-0.11000000000000001,-0.125,-0.14151785714285714,-0.04375,-0.1875,-0.10238095238095239,-0.075,-0.6
-0.6999999999999998,-0.05,-0.05000000000000001,-0.30000000000000004,-0.36666666666666664,-0.1171875,-0.007142857142857131,-0.05,-0.04375,-0.1875
-0.05,-0.16666666666666666,-0.028273809523809548,-0.17,-0.3,-0.22544642857142855,-0.15625,-0.05625,-0.6,-0.2
-0.3125,-0.04761904761904761,-0.02777777777777779,-0.1,-0.29375,-0.2,-0.025,-0.05000000000000001,-0.14151785714285714,-1.0
-0.13333333333333333,-0.05,-0.18035714285714283,-0.09722222222222222,-0.2,-0.1,-0.125,-0.05,-0.01309523809523809,-0.3125
-0.35555555555555557,-0.05306122448979592,-0.4,-0.1,-0.2,-0.325,-0.125,-0.1875,-0.16666666666666666,-0.06666666666666667
-0.1,-0.3791666666666667,-0.37222222222222223,-0.4833333333333333,-0.04999999999999999,-0.15,-0.15999999999999998,-0.09999999999999999,-0.25,-0.018333333333333326
-0.1875,-0.125,-0.285,-0.25,-0.04928571428571429,-0.08518518518518521,-0.35000000000000003,-0.2652777777777778,-0.055555555555555546,-0.2
-0.15000000000000002,-0.15,-0.1,-0.017142857142857147,-0.1,-0.175,-0.7999999999999999,-0.4,-0.2,-0.30000000000000004
-0.03518518518518519,-0.033333333333333326,-0.4,-0.275,-0.13174603174603175,-0.26851851851851855,-1.0,-0.2,-0.5,-0.2
-0.1875,-0.2,-0.234375,-0.1875,-0.5000000000000001,-0.3,-0.07500000000000001,-0.0451923076923077,-0.35,-0.125
-0.15555555555555559,-0.35625,-0.155,-0.19999999999999998,-0.25,-0.16875,-0.3428571428571428,-0.16666666666666666,-0.10833333333333334,-0.1
-0.0625,-0.15555555555555559,-0.125,-0.1,-0.11851851851851854,-0.25,-0.25,-0.1875,-0.1875,-0.05
-0.4000000000000001,-0.09166666666666667,-0.0975,-0.11875,-0.06666666666666665,-0.21,-0.22500000000000003,-0.13125,-0.15,-0.24999999999999997
-0.075,-0.625,-0.25,-0.3,-0.1,-0.25,-0.05555555555555555,-0.2777777777777778,-0.125,-0.25
-0.13999999999999999,-0.08888888888888889,-0.3,-0.125,-0.5,-0.25,-0.6666666666666666,-0.275,-0.05249999999999999,-0.07777777777777779
-0.1171875,-0.21428571428571427,-0.29999999999999993,-0.25,-0.15833333333333333,-0.1875,-0.1875,-0.09444444444444444,-0.10916666666666668,-0.25
-0.08333333333333333,-0.1875,-0.6,-0.1875,-0.35,-0.2,-0.4,-0.036111111111111115,-0.07847222222222221,-0.2947916666666667
-0.30624999999999997,-0.2,-0.09999999999999999,-0.08055555555555557,-0.4,-0.15,-0.50625,-0.025000000000000022,-0.25,-0.125
-0.09999999999999999,-0.1388888888888889,-0.2,-0.1,-0.15000000000000002,-0.3,-0.125,-0.55,-0.035763888888888894,-0.04652777777777778
-0.09999999999999999,-0.025,-0.09999999999999999,-0.28994708994709,-0.1875,-0.0875,-0.5,-0.26666666666666666,-0.16666666666666666,-0.1
-0.15000000000000002,-0.22999999999999998,-0.20833333333333331,-0.4,-0.2861111111111111,-0.05,-0.0728846153846154,-0.19,-0.0625,-0.051875
-0.3,-0.125,-0.1875,-0.2,-0.1875,-0.325,-0.14375,-0.1,-0.15555555555555559,-0.17708333333333331
-0.125,-0.07500000000000001,-1.0,-0.027500000000000004,-0.12142857142857143,-0.4,-0.4,-0.046875,-0.1875,-0.15
-0.11249999999999999,-0.015111111111111098,-0.2388888888888889,-0.14583333333333334,-0.0625,-0.2,-0.07777777777777779,-0.41666666666666663,-0.21388888888888888,-0.16666666666666666
-0.10133333333333332,-0.4,-0.025,-0.0246031746031746,-0.075,-0.10833333333333335,-0.19111111111111112,-0.08083333333333334,-0.16666666666666666,-0.08333333333333333
-0.39000000000000007,-0.2,-0.15,-0.23750000000000002,-0.05,-0.4191964285714286,-0.1388888888888889,-1.0,-0.018750000000000017,-0.3277777777777778
-0.04999999999999993,-0.2,-0.4,-0.15555555555555559,-0.1875,-0.1625,-0.25,-0.04999999999999999,-0.19123376623376626,-0.05
-0.4,-0.1,-0.15555555555555559,-0.7,-0.2,-0.09375,-0.22916666666666666,-0.04999999999999999,-0.29305555555555557,-0.6
-0.25,-0.34375,-0.0925,-0.10476190476190476,-0.05,-0.6,-0.20089285714285715,-0.3111111111111111,-0.43333333333333335,-0.16666666666666666
-0.11666666666666667,-0.15,-0.4,-0.6833333333333332,-0.05291666666666667,-0.1375,-0.0851851851851852,-0.1875,-0.5,-0.04166666666666665
-0.2,-0.1,-0.125,-0.12857142857142856,-0.0775,-0.1027777777777778,-0.125,-0.5,-0.178125,-0.15555555555555559
-0.1875,-0.121875,-0.013000000000000001,-0.07500000000000001,-0.05104166666666667,-0.25,-0.25,-0.14583333333333334,-0.029166666666666674,-0.16666666666666666
-0.0975,-0.4,-0.05,-0.05083333333333334,-0.321875,-0.22685185185185186,-0.4,-0.16666666666666666,-0.1875,-0.1875
-0.033333333333333326,-0.39999999999999997,-0.018750000000000003,-0.375,-0.15,-0.11875,-0.18000000000000002,-0.006249999999999999,-0.15000000000000002,-0.2
-0.3351851851851852,-0.5,-0.08750000000000002,-0.15,-0.25,-0.3,-0.10000000000000002,-0.012499999999999997,-0.10708333333333334,-0.25
-0.18333333333333335,-0.5,-0.11666666666666665,-0.2,-0.15,-0.3,-0.15000000000000002,-0.2,-0.125,-0.10083333333333333
-0.6,-0.4,-0.1875,-0.3,-0.5,-0.09722222222222222,-0.2111111111111111,-0.15555555555555559,-0.6666666666666666,-0.5
-0.125,-0.036458333333333336,-0.2,-0.2,-0.475,-0.06666666666666667,-0.40625,-0.005208333333333336,-0.2,-0.0025000000000000022
-0.125,-0.5,-0.05,-0.2277777777777778,-0.3125,-0.3,-0.2339285714285714,-0.026388888888888892,-0.04375,-0.09999999999999999
-0.07777777777777779,-0.4,-0.030833333333333334,-0.65,-0.21666666666666665,-0.1685185185185185,-0.05,-0.09375,-0.004629629629629619,-0.65
-0.04375,-0.3,-0.06666666666666667,-0.5,-0.075,-0.2,-0.025,-0.2,-0.6999999999999998,-0.14111111111111113
-0.13,-0.1875,-0.125,-0.15555555555555559,-0.30333333333333334,-0.19444444444444448,-0.051388888888888894,-0.2,-0.0625,-0.25
-0.09999999999999998,-0.21428571428571427,-0.018518518518518528,-0.1875,-0.14583333333333334,-0.3,-0.15000000000000002,-0.09313186813186812,-0.3791666666666667,-0.44999999999999996
-0.1,-0.1875,-0.2,-0.15000000000000002,-0.5571428571428572,-0.4,-0.0673611111111111,-0.0625,-0.283125,-0.4
-0.06666666666666667,-0.1875,-0.12499999999999997,-0.17388888888888893,-0.225,-0.625,-0.7,-0.2,-0.15,-0.15
-0.06699999999999995,-0.24791666666666667,-0.16666666666666666,-0.15555555555555559,-0.06666666666666668,-0.02285714285714287,-0.15000000000000002,-0.0625,-0.26,-0.0625
-0.24375000000000002,-0.1,-0.21666666666666667,-0.6,-0.14583333333333334,-0.5,-0.1625,-0.25,-0.15083333333333332,-0.075
-0.09375,-0.041666666666666664,-0.25,-0.03333333333333336,-0.3125,-0.1,-0.16666666666666666,-0.2,-0.15000000000000002,-0.2
-0.00925925925925926,-0.20833333333333334,-1.0,-0.25,-0.4,-0.2,-0.0875,-0.025,-0.125,-0.625
-0.0975,-0.10000000000000002,-0.4,-0.25,-0.029166666666666664,-0.2625,-0.09513888888888888,-0.2,-0.1,-0.016666666666666666
-0.39999999999999997,-0.022727272727272728,-0.5,-0.04583333333333334,-0.16666666666666666,-0.1875,-0.16666666666666666,-0.25,-0.12185185185185186,-0.1369047619047619
-0.2,-0.21458333333333335,-0.1,-0.08333333333333333,-0.25,-0.05,-0.15000000000000002,-0.15555555555555559,-0.6,-0.06354166666666666
-0.1875,-0.05714285714285716,-0.4,-1.0,-0.3791666666666667,-0.6,-0.25,-0.17152777777777778,-0.05,-0.16666666666666666
-0.1875,-0.08663194444444444,-0.225,-0.35,-0.25,-0.25,-0.65,-0.125,-0.05185185185185182,-0.30000000000000004
-0.1875,-0.6,-0.1875,-0.0451923076923077,-0.2,-0.2,-0.25,-0.020833333333333332,-0.125,-0.02777777777777779
-0.05,-0.025,-0.15555555555555559,-0.26666666666666666,-0.025,-0.0763888888888889,-0.04791666666666667,-0.175,-0.0811111111111111,-0.05
-0.125,-0.15555555555555559,-0.13333333333333333,-0.15555555555555559,-0.15555555555555559,-0.07999999999999999,-0.05,-0.09999999999999999,-0.11851851851851854,-0.1777777777777778
-0.07777777777777779,-0.3791666666666667,-0.09375,-0.03541666666666667,-0.05,-0.4,-0.16666666666666666,-0.3125,-0.25,-0.1875
-0.2,-0.10555555555555556,-0.0625,-0.20750000000000002,-0.08472222222222221,-0.5,-0.09375,-0.025,-0.3,-0.1875
-0.1875,-0.03750000000000001,-0.037499999999999985,-0.4,-0.15625,-0.08333333333333333,-0.012499999999999997,-0.2638888888888889,-0.08333333333333333,-0.3166666666666667
-0.03125,-0.015509259259259256,-0.8,-0.2,-0.25,-0.2488888888888889,-0.2958333333333333,-0.02291666666666666,-0.1875,-0.3
-0.39375,-0.09166666666666667,-0.1875,-0.29999999999999993,-0.2,-0.2,-0.2066666666666667,-0.2916666666666667,-0.1875,-0.16666666666666666
-0.25,-0.25,-0.2,-0.125,-0.04166666666666667,-0.15,-0.19444444444444448,-0.075,-0.2,-0.125
-0.5,-0.65,-0.038461538461538464,-0.9099999999999999,-0.5,-0.25,-0.05,-0.16666666666666666,-0.175,-0.16249999999999998
-0.30714285714285716,-0.05,-0.5,-0.18214285714285713,-0.15000000000000002,-0.15,-0.2,-0.25,-0.15,-0.5
-0.1875,-0.4,-0.13333333333333333,-0.15555555555555559,-0.1875,-0.27422839506172836,-0.1875,-0.10050505050505051,-0.2916666666666667,-0.05
-0.14166666666666666,-0.06979166666666668,-0.11875,-0.6,-1.0,-0.21666666666666667,-0.05000000000000002,-0.16666666666666666,-0.10000000000000002,-0.1875
-0.16666666666666666,-1.0,-0.0625,-0.03333333333333333,-0.1875,-0.15185185185185188,-0.033333333333333326,-0.22916666666666666,-0.22433035714285715,-0.175
-0.008333333333333325,-0.10833333333333334,-0.25,-0.07777777777777779,-0.021875000000000006,-0.2,-0.15555555555555559,-0.065,-0.25,-0.5
-0.2,-0.04583333333333334,-0.11666666666666668,-0.15,-0.03125,-0.16666666666666666,-0.08750000000000001,-0.8,-0.08333333333333333,-0.7000000000000001
-0.65,-0.10416666666666666,-0.3958333333333333,-0.025,-0.25,-0.75,-0.24999999999999992,-0.15555555555555559,-0.16666666666666666,-0.37777777777777777
-0.15000000000000002,-0.7999999999999999,-0.21,-0.25,-0.6,-0.234375,-0.5,-0.03541666666666667,-0.1875,-0.1875
-0.38749999999999996,-0.0062500000000000056,-0.15,-0.059375,-0.2,-0.47500000000000003,-0.008333333333333331,-0.14666666666666667,-0.1875,-0.0625
-0.2,-0.4,-0.4,-0.004999999999999999,-0.24375000000000002,-0.011747685185185194,-0.037499999999999964,-0.85,-0.12121212121212122,-0.45
-0.55,-0.125,-0.065,-0.375,-0.04375,-0.05,-0.05,-0.25,-0.1875,-0.06666666666666667
-0.5,-0.15,-0.321875,-0.16666666666666666,-0.1875,-0.20625,-0.16,-0.03604797979797981,-0.25,-0.021875000000000006
-0.0063888888888889,-0.15,-0.21666666666666667,-0.075,-0.15,-0.09999999999999998,-0.15000000000000002,-0.8749999999999998,-0.1875,-0.14583333333333334
-0.15555555555555559,-0.1,-0.26,-0.00802469135802469,-0.25,-0.05,-0.017857142857142863,-0.025,-0.08333333333333336,-0.26666666666666666
-0.75,-0.05555555555555556,-0.0005952380952380931,-0.4,-0.125,-0.125,-0.2833333333333333,-0.16499999999999998,-0.25,-0.15555555555555559
-0.05,-0.10833333333333334,-0.1596825396825397,-0.21333333333333335,-0.1875,-0.1875,-0.2,-0.20347222222222225,-0.1,-0.16666666666666666
-0.45,-1.0,-1.0,-0.15555555555555559,-0.046875,-0.05,-0.06666666666666668,-0.022222222222222216,-0.1,-0.10714285714285714
-0.05,-0.016666666666666663,-0.20833333333333331,-0.125,-0.2916666666666667,-0.28333333333333327,-1.0,-0.049999999999999996,-0.10833333333333334,-0.1
-0.09791666666666668,-0.11249999999999999,-0.11111111111111109,-0.125,-0.125,-0.18333333333333335,-0.05,-0.3666666666666667,-0.16111111111111112,-0.4
-0.0625,-0.12,-0.6,-0.5,-0.1,-0.024999999999999994,-0.35000000000000003,-0.4291666666666667,-0.15555555555555559,-0.23333333333333336
-0.1875,-0.6999999999999998,-0.2,-0.13333333333333333,-0.6,-0.1,-0.04791666666666667,-0.5,-0.19444444444444448,-0.2263888888888889
-0.125,-0.2916666666666667,-0.3033333333333333,-0.014526098901098905,-0.051388888888888894,-0.1,-0.013194444444444434,-0.5,-0.21388888888888888,-0.25
-0.355,-0.015277777777777772,-0.09375,-0.03888888888888887,-0.15000000000000002,-0.6458333333333334,-0.3384615384615385,-0.19166666666666668,-0.25,-0.05
-0.30000000000000004,-0.4,-0.22444444444444445,-0.16666666666666666,-0.00833333333333334,-0.013000000000000001,-0.13,-0.475,-0.21666666666666667,-0.06666666666666665
-0.030555555555555558,-0.1875,-0.35,-0.1,-0.14285714285714285,-0.024999999999999994,-0.4,-0.5,-0.05,-0.05
-0.20000000000000004,-0.3791666666666667,-0.15555555555555559,-0.0375,-0.3,-0.029166666666666674,-0.027083333333333334,-0.0625,-0.07500000000000001,-0.3
-0.2,-0.125,-0.175,-0.05,-0.1625,-0.53125,-0.0625,-0.11874999999999998,-0.21145833333333333,-0.5
-0.03333333333333333,-0.21428571428571427,-0.30000000000000004,-0.1,-0.225,-0.4,-0.3,-0.3434343434343434,-0.3,-0.9099999999999998
-0.5,-0.2333333333333333,-0.06666666666666667,-0.1,-0.1875,-0.1171875,-0.875,-0.03333333333333335,-0.05,-0.5
-0.2,-0.07500000000000001,-0.10989583333333333,-0.25,-0.27499999999999997,-0.1875,-0.1,-0.2333333333333333,-0.11111111111111112,-0.3321428571428572
-0.23076923076923073,-0.09821428571428568,-0.0068181818181818205,-0.05,-0.3083333333333333,-0.1,-0.15,-0.3333333333333333,-0.09,-0.125
-0.0625,-0.4,-0.26666666666666666,-0.275,-0.25,-0.15714285714285714,-0.1875,-0.3,-0.08888888888888889,-0.16249999999999998
-0.08333333333333333,-1.0,-0.27,-0.13333333333333333,-0.4,-0.23750000000000002,-0.403125,-0.03333333333333335,-0.05,-0.09999999999999999
-0.225,-0.65,-0.02500000000000001,-0.11041666666666668,-0.35,-0.37500000000000006,-0.0625,-0.1375,-0.4760416666666667,-0.25
-0.03333333333333333,-0.1125,-0.35,-0.2,-0.1875,-0.5,-0.08482142857142858,-0.04444444444444445,-0.1777777777777778,-0.07142857142857142
-0.0006944444444444466,-0.7142857142857143,-0.625,-0.05,-0.5,-0.09375,-0.275,-0.07142857142857142,-0.3333333333333333,-0.34375
-0.10833333333333334,-0.17500000000000002,-0.19583333333333333,-1.0,-0.05000000000000001,-0.028124999999999997,-0.30000000000000004,-0.15555555555555559,-0.08095238095238097,-0.2638888888888889
-0.19496527777777778,-0.29583333333333334,-0.39,-0.025,-0.2833333333333333,-0.25,-0.1875,-0.05,-0.2,-0.022916666666666655
