ff_sample,fm_sample,mf_sample,mm_sample,ff_comparative_sample,mf_comparative_sample,fm_comparative_sample,mm_comparative_sample,f_gender_sample,m_gender_sample
-0.3,-0.2,-0.1,-0.05,-0.5,-0.325,-0.17708333333333334,-0.049999999999999996,-0.3057870370370371,-0.05611111111111111
-0.06666666666666665,-0.41500000000000004,-0.16666666666666666,-0.031172839506172872,-0.6,-0.1875,-0.05,-0.26666666666666666,-0.1875,-0.1875
-0.125,-0.5,-0.1011904761904762,-0.15555555555555559,-0.16666666666666666,-0.14375,-0.14375,-0.1875,-0.029166666666666664,-0.3
-0.2,-0.08020833333333334,-0.04517857142857142,-0.13333333333333333,-0.5,-0.04123931623931623,-0.04375000000000001,-0.008035714285714285,-0.012500000000000011,-0.30000000000000004
-0.13657407407407407,-0.14285714285714285,-0.5,-0.2,-0.25,-0.05000000000000001,-0.16462962962962963,-0.1625,-0.07777777777777779,-0.2375
-0.090625,-0.55,-0.051851851851851864,-0.1277777777777778,-0.25,-0.04761904761904762,-0.13333333333333333,-0.3277777777777778,-0.051851851851851864,-0.008333333333333331
-0.1875,-0.6,-0.125,-0.05,-0.5,-0.2916666666666667,-0.07500000000000001,-0.09999999999999999,-0.2916666666666667,-0.1
-0.5,-0.5833333333333334,-0.6124999999999998,-0.05619047619047618,-0.10370370370370373,-0.25,-0.013095238095238104,-0.13333333333333333,-0.0625,-0.9
-0.14583333333333334,-0.05,-0.1875,-0.3,-0.25,-0.09375,-0.6,-0.05000000000000001,-0.2,-0.05
-0.4,-0.2,-0.075,-0.033333333333333326,-0.5,-0.2916666666666667,-0.15,-0.7,-0.25555555555555554,-0.22499999999999998
-0.045,-0.15555555555555559,-0.05,-0.3422619047619048,-0.7999999999999999,-0.125,-0.5,-0.08333333333333333,-0.025,-0.19166666666666665
-0.4374999999999999,-0.75,-0.15,-0.5,-0.625,-0.125,-0.1875,-0.09375,-0.09375,-0.025
-0.018518518518518528,-0.06590909090909092,-0.2,-0.14027777777777775,-0.5,-0.3,-0.12916666666666668,-0.11851851851851854,-0.017045454545454548,-0.30000000000000004
-0.6,-0.07,-0.05,-0.11944444444444446,-0.2,-0.033333333333333326,-0.033333333333333326,-0.07222222222222222,-0.06666666666666668,-0.02037037037037039
-0.5,-0.03333333333333333,-0.13333333333333333,-0.25,-0.3125,-0.07500000000000001,-1.0,-0.14444444444444446,-0.32999999999999996,-0.08888888888888886
-0.05555555555555555,-0.12,-0.4,-0.1375,-0.1875,-0.0625,-0.234375,-0.3,-0.075,-0.25
-0.7142857142857143,-0.030555555555555558,-0.015079365079365074,-0.05,-0.28125,-0.041666666666666664,-0.15555555555555559,-0.16666666666666666,-0.15000000000000002,-0.0375
-0.27083333333333337,-0.08,-0.1,-0.19999999999999998,-0.21851851851851853,-0.15555555555555559,-0.5,-0.4,-0.16666666666666666,-0.016666666666666663
-0.0625,-0.03125,-0.041666666666666664,-0.10999999999999999,-0.18333333333333335,-0.3575,-0.125,-0.3142857142857142,-0.3333333333333333,-0.12222222222222223
-0.14285714285714285,-0.7142857142857143,-0.09,-0.043287037037037034,-0.40249999999999997,-0.4,-0.25,-0.175,-0.19999999999999998,-0.2
-0.5,-0.1,-0.10185185185185186,-0.0361111111111111,-0.2,-0.625,-0.21428571428571427,-0.75,-0.3,-0.1
-0.022222222222222216,-0.1,-0.2,-0.03888888888888889,-0.049999999999999996,-0.3,-0.18666666666666668,-0.1,-0.36000000000000004,-0.15555555555555556
-0.2,-0.08333333333333333,-0.625,-0.06666666666666667,-0.10000000000000002,-0.04791666666666666,-0.2375,-0.5,-0.1875,-0.22857142857142854
-0.2916666666666667,-0.05,-0.125,-0.11428571428571427,-0.03333333333333333,-0.05,-0.1875,-0.19999999999999998,-0.025,-0.125
-0.1875,-0.07777777777777779,-0.2777777777777778,-0.5,-0.2,-0.16666666666666666,-0.4,-0.04583333333333334,-0.19999999999999998,-0.22222222222222224
-0.225,-0.5999999999999999,-0.15555555555555559,-0.11851851851851854,-0.2,-0.2,-0.07604166666666667,-0.037500000000000006,-0.6375,-0.25
-0.017968750000000006,-0.0679945054945055,-0.09583333333333333,-0.1333333333333333,-0.24375000000000002,-0.15,-0.1513888888888889,-0.4,-0.20000000000000004,-0.08333333333333333
-0.09583333333333334,-0.22222222222222224,-0.2,-0.17499999999999996,-0.1875,-0.25,-0.30000000000000004,-0.1666666666666666,-0.20000000000000004,-0.03666666666666668
-0.1875,-0.09351851851851851,-0.0625,-0.075,-0.05,-0.16666666666666666,-0.2916666666666667,-0.25,-0.012500000000000011,-0.009375000000000008
-0.31666666666666665,-0.06145833333333334,-0.05,-0.02777777777777779,-0.19583333333333333,-0.49583333333333324,-0.1875,-0.221875,-0.46499999999999997,-0.25
-0.1,-0.2,-0.07777777777777779,-0.012499999999999997,-0.012499999999999983,-0.19333333333333333,-0.17500000000000002,-0.05,-0.0023809523809523803,-0.1666666666666666
-0.4,-0.185,-0.1,-0.30000000000000004,-0.18333333333333335,-0.6124999999999998,-0.10714285714285715,-0.4,-0.2,-0.1
-0.6666666666666666,-0.15555555555555559,-0.14607142857142857,-0.15,-0.05,-0.02777777777777779,-0.08125000000000002,-0.0125,-0.3843749999999999,-0.21428571428571427
-0.1,-0.0625,-0.20833333333333331,-0.05555555555555556,-0.075,-0.625,-0.08333333333333333,-0.27499999999999997,-0.1,-0.2888888888888889
-0.2,-0.06904761904761904,-0.16666666666666666,-0.1653846153846154,-0.4000000000000001,-0.05,-0.19111111111111112,-0.75,-0.2,-0.07777777777777779
-0.2571428571428571,-0.4,-0.19375,-0.17749999999999988,-0.5625,-0.02121212121212122,-0.25,-0.1,-0.1875,-0.2
-0.25,-0.13333333333333333,-0.028124999999999997,-0.14444444444444446,-0.049999999999999996,-0.09375,-0.2,-0.25,-0.16666666666666666,-0.15555555555555559
-0.19636363636363632,-0.09375,-0.05,-0.35,-0.14365079365079364,-0.2,-0.025,-0.15,-0.09999999999999998,-0.2
-0.008333333333333331,-0.2,-0.65,-0.041666666666666664,-0.5,-0.05,-0.1,-0.09722222222222221,-0.46875,-0.09999999999999999
-0.09375,-0.3,-0.2,-0.08230158730158729,-0.22916666666666669,-0.16666666666666666,-0.14583333333333334,-0.21851851851851853,-0.15555555555555559,-0.037500000000000006
-0.15000000000000002,-0.2611111111111111,-0.07999999999999999,-0.20357142857142857,-0.1875,-0.3125,-0.15555555555555559,-0.07500000000000001,-0.25,-0.25
-0.013888888888888895,-0.20833333333333334,-0.05,-0.15555555555555559,-0.09375,-0.09,-0.0944444444444444,-0.17152777777777778,-0.26666666666666666,-0.09111111111111111
-0.45,-0.049999999999999996,-0.12,-1.0,-0.09999999999999998,-0.05,-0.25,-0.4,-0.2198051948051948,-0.5208333333333334
-0.65,-0.08333333333333333,-0.4,-0.0236111111111111,-0.36916666666666664,-0.15,-0.09583333333333335,-0.05,-0.34375,-0.05
-0.75,-0.05,-0.30000000000000004,-0.09375,-0.1,-0.8,-0.8,-0.05,-0.32083333333333336,-0.3188888888888889
-0.1875,-0.04988425925925927,-0.09583333333333334,-0.6,-0.4,-0.125,-0.061904761904761914,-0.08125,-0.05583333333333333,-0.23199404761904763
-0.09375,-0.0625,-0.2,-0.029166666666666664,-0.3125,-0.2,-0.1,-0.05,-0.07777777777777779,-0.04999999999999999
-0.30000000000000004,-0.09523809523809523,-0.33,-0.5,-0.2,-0.39999999999999997,-0.325,-0.14583333333333334,-0.625,-0.008333333333333331
-0.05000000000000001,-0.2791666666666667,-0.3333333333333333,-0.3,-0.2,-0.16666666666666666,-0.08333333333333333,-0.1638888888888889,-0.28425925925925927,-0.2
-0.04375,-0.31025641025641026,-0.16111111111111112,-0.19583333333333333,-0.2333333333333333,-0.12499999999999997,-0.6696428571428572,-0.6499999999999999,-0.06249999999999997,-0.47142857142857136
-0.0625,-0.2,-0.12999999999999998,-0.051851851851851864,-0.10687499999999998,-0.06875,-0.125,-0.125,-0.075,-0.1027777777777778
-0.13773148148148148,-0.05,-0.1851851851851852,-0.03571428571428571,-0.13888888888888887,-0.125,-0.10000000000000002,-0.25,-0.2,-0.390625
-0.25,-0.1,-0.15555555555555559,-0.6,-0.05000000000000001,-0.18194444444444446,-0.1875,-0.16111111111111112,-0.004545454545454543,-0.08333333333333333
-0.25,-0.225,-0.23125,-0.012738095238095238,-0.1277777777777778,-0.17500000000000002,-0.04583333333333334,-0.0625,-0.05,-0.04999999999999999
-0.041666666666666664,-0.31770833333333337,-0.05,-0.16111111111111112,-0.231875,-0.05,-0.05,-0.17152777777777778,-0.4833333333333333,-0.15555555555555559
-0.2571428571428572,-0.09375,-0.13518518518518519,-0.14583333333333331,-0.13333333333333333,-0.03333333333333333,-0.1,-0.4,-0.1875,-0.17152777777777778
-0.020833333333333332,-0.14583333333333334,-0.078125,-0.21666666666666665,-0.25,-0.15,-0.12916666666666665,-0.25,-0.09375,-0.05185185185185187
-0.75,-0.125,-0.15,-0.176984126984127,-0.3333333333333333,-0.4,-0.30000000000000004,-0.11538461538461539,-0.3,-0.02777777777777779
-0.05,-0.125,-0.07142857142857142,-0.2,-0.16666666666666666,-1.850371707708594e-17,-0.053571428571428575,-0.15000000000000002,-0.09791666666666668,-0.2916666666666667
-0.2,-0.05,-0.05416666666666666,-0.35,-0.125,-0.034375,-0.25,-0.2,-0.40249999999999997,-0.15
-0.4111111111111111,-0.234375,-0.025,-0.022222222222222216,-0.1875,-0.25,-0.07777777777777779,-0.2,-0.1,-0.2
-0.25,-0.65,-0.018500000000000006,-0.4,-0.13518518518518519,-0.234375,-0.1375,-0.125,-0.19375,-0.021666666666666667
-0.1,-0.2,-0.28425925925925927,-0.15555555555555559,-0.4,-0.2,-0.3821428571428572,-0.15,-1.0,-0.5
-0.03787878787878789,-0.25,-0.6999999999999998,-0.1777777777777778,-0.065,-0.7,-0.4,-0.225,-0.2916666666666667,-0.16333333333333333
-0.04375,-0.2,-0.6,-0.07777777777777779,-0.012500000000000011,-0.10833333333333334,-0.2525,-0.25,-0.1875,-0.3
-0.25,-0.309375,-0.1875,-0.24375,-0.1827777777777778,-0.15555555555555559,-0.13749999999999998,-0.1,-0.6,-0.1875
-0.21875,-0.06666666666666667,-0.09375,-0.0875,-0.08333333333333333,-0.18055555555555555,-0.09375,-0.3333333333333333,-0.15000000000000002,-0.022222222222222216
-0.025000000000000022,-0.05,-0.10476190476190479,-0.03571428571428571,-0.25666666666666665,-0.1,-0.275,-0.5,-0.31851851851851853,-0.16666666666666666
-0.29583333333333334,-0.02187499999999997,-0.125,-0.5,-0.246875,-1.0,-0.030000000000000016,-0.058928571428571434,-0.07777777777777779,-0.25
-0.125,-0.5,-0.22083333333333333,-0.1,-0.26666666666666666,-0.625,-0.1625,-0.15555555555555559,-9.25185853854297e-18,-0.096875
-0.09375,-0.5,-0.36999999999999994,-0.32685185185185184,-0.05,-0.1,-0.05000000000000001,-0.17777777777777778,-0.2,-0.1388888888888889
-0.2,-0.0625,-0.15185185185185185,-0.1875,-0.2916666666666667,-0.5,-0.4,-0.05243055555555555,-0.07692307692307693,-0.2
-0.1875,-0.5625,-0.0475,-0.25,-0.022222222222222237,-0.4,-0.006666666666666664,-0.21666666666666667,-0.17857142857142858,-0.15625
-0.625,-0.10740740740740741,-0.6999999999999998,-0.25,-0.14285714285714285,-0.27,-0.01180555555555555,-0.3333333333333333,-0.07083333333333333,-0.125
-0.13749999999999998,-0.6,-0.09100000000000001,-0.07500000000000001,-0.060439560439560426,-0.1875,-0.02,-0.15555555555555559,-0.12916666666666668,-0.1
-0.1,-0.21875,-0.1875,-0.0625,-0.5,-0.21875,-0.1,-0.15185185185185188,-0.6,-0.10625
-0.04444444444444443,-0.09999999999999998,-0.28,-0.625,-0.31111111111111106,-0.35,-0.033333333333333326,-0.15555555555555559,-0.4374999999999999,-0.4
-0.07777777777777779,-0.4,-0.05,-0.16666666666666666,-0.03125,-0.16666666666666666,-0.20833333333333334,-0.05000000000000001,-0.19636363636363632,-0.0625
-0.08164682539682538,-0.020833333333333336,-0.8,-0.29166666666666663,-0.09583333333333333,-0.16666666666666666,-0.22125,-0.008333333333333331,-0.2,-0.25
-0.01666666666666668,-0.5,-0.3499999999999999,-0.3,-0.05,-0.09375,-0.12222222222222223,-0.05500000000000001,-0.025,-0.15
-0.05,-0.05,-0.26,-0.6,-0.29821428571428577,-0.23973214285714284,-0.16666666666666666,-0.08333333333333333,-0.16666666666666666,-0.25763888888888886
-0.5,-0.3,-0.390625,-0.25,-0.10595238095238096,-0.0475,-0.04999999999999999,-0.3,-0.3791666666666667,-0.07692307692307693
-0.08333333333333333,-0.011111111111111108,-0.06666666666666667,-0.2625,-0.09999999999999999,-0.05,-0.325,-0.15555555555555559,-0.3,-0.4
-0.1875,-0.006333333333333335,-0.09375,-0.0875,-0.3,-0.08211111111111111,-0.11851851851851852,-0.05000000000000001,-0.1875,-0.1875
-0.5,-0.19722222222222227,-0.09999999999999999,-0.2,-0.1,-0.05,-0.09999999999999999,-0.06388888888888888,-0.014285714285714284,-0.07777777777777779
-0.16666666666666666,-0.4,-0.5,-0.08333333333333333,-0.4,-0.1125,-0.015151515151515152,-0.8,-0.1875,-0.125
-0.0875,-0.5,-0.3159090909090909,-0.1,-0.5,-0.014666666666666666,-0.09791666666666668,-0.041666666666666664,-0.425,-0.10476190476190476
-0.18472222222222223,-0.4,-0.25,-0.028124999999999997,-0.05,-0.6,-0.07777777777777778,-0.175,-0.45,-0.10833333333333334
-0.25,-0.16666666666666666,-0.02,-0.25,-0.234375,-0.43333333333333335,-0.5,-0.1777777777777778,-0.05833333333333333,-0.1
-0.016666666666666684,-0.09999999999999999,-0.3,-0.225,-0.0109375,-0.11666666666666665,-0.35714285714285715,-0.2,-0.3,-0.25
-0.4166666666666667,-0.19583333333333333,-0.5,-0.30666666666666664,-0.05,-0.16666666666666666,-0.1875,-0.1,-0.29375,-0.2
-0.5,-0.125,-0.05,-0.1625,-0.15555555555555559,-0.22291666666666665,-0.06666666666666667,-0.11666666666666665,-0.05,-0.15
-0.07500000000000001,-0.2,-0.03111111111111111,-0.03333333333333333,-0.125,-0.084375,-0.15555555555555559,-0.2625,-0.35,-0.02111111111111112
-0.04999999999999999,0.8,-0.325,-0.15555555555555559,-0.003333333333333327,-0.15555555555555559,0.65,-0.2,-0.3,-0.1875
-0.5,0.6,-0.07777777777777779,-0.11851851851851854,-0.07777777777777778,-0.105,0.259375,-0.05,-0.04423076923076923,-0.15555555555555559
-0.30277777777777776,0.15,-0.14479166666666668,-0.24375,-0.19722222222222222,-0.1,0.25,-0.65,-0.033333333333333326,-0.1
-0.2,1.0,-0.25,-0.45,-0.09375,-0.390625,0.17777777777777778,-0.0625,-0.2,0.1431818181818182
-0.4291666666666667,0.13636363636363635,-0.52,-0.07847222222222221,-0.25,-0.04791666666666667,0.025000000000000005,-0.05937500000000001,-0.25,0.39999999999999997
-0.05,0.1766666666666667,-0.01666666666666666,0.175,-0.2,-0.125,0.1,0.17666666666666667,-0.02777777777777779,0.8
-0.10833333333333334,0.05,-0.1625,0.008333333333333331,-0.4,-0.023333333333333327,0.24625000000000002,0.11666666666666665,-0.012499999999999997,0.35
-0.275,0.22208333333333333,-0.009374999999999994,0.022222222222222216,-0.45,-0.30000000000000004,0.05,0.175,-0.25,0.3518095238095238
-0.1625,0.07398148148148148,-0.21666666666666667,0.2,-0.15555555555555559,-0.15,0.2666666666666667,0.10972222222222221,-0.65,0.43333333333333335
-0.4,0.6,-0.049999999999999996,0.2857142857142857,-0.20625,-0.25,0.05648148148148147,0.3499999999999999,-0.65,0.525
-0.071875,0.1,0.21428571428571427,0.43333333333333335,-0.1,0.21428571428571427,0.7,0.15416666666666667,-0.16666666666666666,0.0625
0.35,0.09464285714285714,0.43333333333333335,0.7,0.22812500000000002,0.4,0.15,0.7,0.2333333333333333,0.5
0.25,0.15,0.029772727272727274,0.3333333333333333,0.24375000000000002,0.06093749999999999,0.3125,0.2857142857142857,0.39999999999999997,0.25
0.4,0.11749999999999998,0.1,0.18333333333333335,0.5,0.2,0.029629629629629617,0.04999999999999999,0.05,0.04464285714285714
0.13636363636363635,1.0,0.125,0.75,0.2607142857142857,0.3499999999999999,0.5,0.2,0.5,0.7
0.00416666666666667,0.17222222222222228,0.10625000000000001,0.09500000000000001,0.23749999999999996,0.3375,0.15791666666666665,0.125,0.39999999999999997,0.15714285714285717
0.016666666666666677,0.47222222222222215,0.27,0.25,0.7,0.12222222222222222,0.15833333333333335,0.03148148148148147,0.5,0.4361111111111111
0.11666666666666665,0.425,0.35000000000000003,0.25,0.7,0.5,0.3,0.19777777777777775,0.3333333333333333,1.0
0.26666666666666666,0.2,0.125,0.2,0.18253968253968256,0.45861111111111114,0.44999999999999996,0.3125,0.1,0.16666666666666666
0.05,0.1952380952380952,0.10813492063492061,0.35,0.5,0.19041666666666668,0.78,0.1,0.16666666666666666,0.275
0.05,0.2,0.30416666666666664,0.075,0.17857142857142858,0.425,0.4,0.5,0.69,0.52
0.625,0.0875,0.25,0.1142857142857143,0.06666666666666667,0.6,0.1875,0.1,0.22000000000000003,0.44
0.7000000000000001,0.07916666666666668,0.19999999999999998,0.2,0.1875,0.05714285714285715,0.3,0.11666666666666665,0.2,0.004209183673469389
0.8,0.1,0.09062499999999998,0.2,0.38,0.2,0.04166666666666668,0.25333333333333335,0.21250000000000002,0.11666666666666665
0.25,0.1875,0.06535714285714286,0.4125,0.04814814814814814,0.12500000000000003,0.22857142857142854,0.25,0.27499999999999997,0.15714285714285717
0.14285714285714285,0.28571428571428575,0.3,0.2285714285714286,0.1875,0.8,0.39285714285714285,0.33333333333333337,0.16666666666666666,0.008333333333333331
0.1,0.8,0.145,0.25,0.21833333333333335,0.06444444444444444,0.1,0.3601190476190476,0.021874999999999995,0.1953125
0.39999999999999997,0.32857142857142857,0.0788888888888889,0.4,0.175,0.25,0.2,0.0028571428571428524,0.09208333333333332,0.35
0.1,0.5,0.25625,0.03333333333333334,0.13333333333333333,0.25,0.4928571428571428,0.7,0.6833333333333333,0.15625
0.2,0.0619047619047619,0.55,0.1,0.05249999999999999,0.05000000000000002,0.3,0.0047619047619047545,0.6,0.2
0.25,0.38,0.05,0.8,0.016666666666666677,0.35714285714285715,0.3261904761904762,0.21428571428571427,0.6499999999999999,0.27499999999999997
0.16666666666666666,0.12083333333333335,0.056249999999999994,0.07500000000000001,0.010416666666666676,0.071875,0.4083333333333334,0.5,0.028571428571428567,0.30625
0.5666666666666667,0.2125,0.375,0.1,0.25,0.2,0.19545454545454546,0.1,0.39999999999999997,0.05
0.15833333333333333,0.32727272727272727,0.03125,0.2,0.47222222222222227,0.05,0.275,0.2,0.5,0.2
0.26666666666666666,0.11666666666666665,0.27199999999999996,0.075,0.36875,0.7,0.39,0.2,0.17250000000000001,0.2
0.09285714285714285,0.2,0.11666666666666665,0.35,0.7,0.8,0.675,0.5,0.1,0.14750000000000002
0.125,0.15000000000000002,0.04999999999999999,0.033333333333333326,0.25625,0.03125,0.14771825396825397,0.02333333333333333,0.3,0.2857142857142857
0.25,0.14814814814814814,0.15833333333333333,0.15833333333333333,0.10833333333333334,0.8,0.19999999999999998,0.103125,0.35,0.6
0.2965909090909091,0.35714285714285715,0.8,0.11616161616161616,0.15791666666666668,0.21666666666666665,0.55,0.1,0.25,0.09999999999999999
0.25,0.13333333333333333,0.4,0.25,0.12876984126984128,0.6174999999999999,0.00416666666666667,0.2,0.5,0.14814814814814814
0.1,0.0062500000000000056,0.5,0.375,0.5,0.08333333333333334,0.13333333333333333,0.1,0.5,0.33571428571428574
0.0625,0.00416666666666667,0.25,0.7,0.15,0.125,0.175,0.45,0.15,0.225
0.4,0.3833333333333333,0.1,0.15,0.4666666666666666,0.5,0.30000000000000004,0.06153846153846154,0.13749999999999998,0.20833333333333331
0.4,0.013541666666666674,0.17222222222222222,0.2,0.35,0.8,0.6,0.35,0.4166666666666667,0.25
0.20625,0.2,0.15625,0.375,0.32,0.3046875,0.11666666666666668,0.15,0.07819444444444443,0.11818181818181818
0.02500000000000003,0.24583333333333335,0.7,0.4,0.325,0.5,0.15416666666666665,0.25,0.3,0.25
0.6,0.2333333333333333,0.06944444444444445,0.5,0.03194444444444445,0.08333333333333334,0.25,0.5,0.1,0.13888888888888887
0.8,0.35,0.24444444444444438,0.07142857142857142,0.4,0.275,0.4787878787878788,0.011111111111111118,0.16818181818181818,0.19999999999999998
0.125,0.19999999999999998,0.13,0.2,0.214582560296846,0.4,0.4,2.7755575615628915e-18,0.195,0.1875
0.5,0.24999999999999997,0.08,0.1,0.09,0.11481481481481481,0.13333333333333333,0.2583333333333333,0.09375,0.3875
0.25,0.0034722222222222203,0.08124999999999999,0.7,0.4,0.13636363636363635,0.7166666666666667,0.16666666666666669,0.125,0.015740740740740736
0.5,0.25,0.375,0.17,0.3666666666666667,0.35,0.3333333333333333,0.07812499999999999,0.07041666666666667,0.225
0.325,0.43333333333333335,0.1,0.1375,0.5,0.3611111111111111,0.6,0.7,0.25,0.22222222222222218
0.8,0.25,0.05000000000000002,0.13333333333333336,0.22083333333333335,0.7,0.02777777777777778,0.3228571428571429,0.06190476190476191,0.22666666666666666
0.05,0.5499999999999999,0.1,0.1,0.16666666666666666,0.225,0.1,0.14285714285714285,0.325,0.5333333333333333
0.25,0.08,0.3,0.6,0.2857142857142857,0.13,0.5,0.08333333333333333,0.21250000000000002,0.5
0.08333333333333333,0.26,0.25,0.225,0.1,0.06666666666666667,0.55,0.15625,0.2,0.5
0.2,0.25,1.0,0.2533333333333333,0.2,0.375,0.3,0.25,0.09999999999999999,0.18989898989898987
0.02500000000000001,0.3833333333333333,0.24999999999999997,0.2777777777777778,0.032499999999999994,0.1,0.6666666666666666,0.14166666666666666,0.1625,0.35
0.35,0.09285714285714286,0.2,0.05,0.09833333333333331,0.21666666666666667,0.5,0.4222222222222222,0.12857142857142856,0.5
0.1,0.5,0.4166666666666667,0.41666666666666663,0.6,0.27083333333333337,0.26666666666666666,0.24285714285714285,0.041666666666666664,0.05
0.625,0.3020833333333333,0.6,0.09999999999999999,0.1,0.30476190476190473,0.1125,0.3,0.1,0.05000000000000001
0.39081632653061227,0.4,0.85,0.5,0.39999999999999997,0.01666666666666668,0.020833333333333332,0.015000000000000003,0.05000000000000001,0.2
0.75,0.85,0.1,0.025000000000000005,0.2787878787878788,0.7,0.16666666666666669,0.25,0.3125,0.25
0.06999999999999999,0.6,0.037500000000000006,0.35,0.09001322751322752,0.35,0.25,0.25,0.43749999999999994,0.125
0.54,0.2375,0.3,0.17045454545454544,0.21666666666666667,0.55,0.3520833333333333,0.25,0.15,0.2638888888888889
0.3,0.10416666666666666,0.0625,0.25,0.1,0.13999999999999999,0.04,0.11666666666666665,0.7,0.1875
0.1125,0.21875,0.125,0.6,0.13636363636363635,0.17222222222222222,0.13636363636363635,0.19,0.45,0.1875
0.475,0.010357142857142851,0.3,0.8,0.1,0.08645833333333335,0.425,0.2,0.1,0.5
0.4000000000000001,0.36124999999999996,0.2,0.5,0.3625,0.125,0.25,0.7,0.019444444444444445,0.85
0.008928571428571425,0.2222222222222222,0.7333333333333333,0.07800000000000003,0.48750000000000004,0.6,0.5,0.3,0.19999999999999998,0.2591836734693877
0.0500000000000001,0.05,0.625,0.15000000000000002,0.2,0.2,0.515,0.1,0.415,0.05714285714285717
0.19722222222222224,0.85,0.2,0.00800000000000003,0.05416666666666667,0.24166666666666667,0.4,0.25,0.19999999999999998,0.2
0.041666666666666664,0.05000000000000001,0.07499999999999998,0.021428571428571422,0.02500000000000001,0.35,0.4666666666666667,0.31666666666666665,0.3525,0.2675
0.1875,0.21964285714285714,0.0012500000000000011,0.2400793650793651,0.5,0.1,0.3,0.30897435897435904,0.375,0.26111111111111107
0.11666666666666667,0.3444444444444444,0.0722222222222222,0.16666666666666666,0.5,0.40625,0.2,0.012121212121212116,0.15,0.25
0.33749999999999997,0.25,0.09097222222222222,0.18148148148148147,0.06816161616161616,0.03333333333333334,0.3,0.6,0.2857142857142857,0.43333333333333335
0.125,0.1,0.6,0.10000000000000002,0.2743055555555555,0.11818181818181818,0.7566666666666666,0.5633333333333334,0.1,0.875
0.027437641723356002,0.1,0.1,0.26666666666666666,0.1388888888888889,0.2,0.15656565656565655,0.15000000000000002,0.538888888888889,0.128125
0.09999999999999998,0.28518518518518515,0.4166666666666667,0.2,0.2,0.35,0.009999999999999998,0.25,1.0,0.375
0.1,0.35,0.2,0.8,0.19083333333333335,0.45,0.175,0.65,0.8,0.6833333333333333
0.27999999999999997,0.20909090909090908,0.1,0.16666666666666666,0.25,0.35,0.05,0.39999999999999997,0.1,0.5
0.19999999999999998,0.25625000000000003,0.39333333333333326,0.21666666666666667,0.1125,0.7,0.16666666666666666,0.2,0.7111111111111111,0.5
0.2,0.15416666666666665,0.4571428571428572,0.3,0.4166666666666667,0.5,0.35,0.24375,0.4375,0.03333333333333333
0.0033333333333333574,0.3333333333333333,0.13,0.16666666666666663,0.275,0.2125,0.15000000000000002,0.0062500000000000056,0.1,0.25
0.5166666666666666,0.22098214285714285,0.5,0.3038888888888888,0.1,0.05,0.06944444444444443,0.16666666666666666,0.31666666666666665,0.1
0.3333333333333333,0.15000000000000002,0.14876033057851237,0.5,0.6,0.3333333333333333,0.4777777777777778,0.30000000000000004,0.2785714285714286,0.275
0.18148148148148147,0.625,0.2972222222222222,0.1,1.0,0.175,0.2,0.43333333333333335,0.7,0.35
0.5,1.0,0.125,0.13333333333333333,0.5,0.3,0.18571428571428575,0.2,0.0675,0.25
0.6,0.1232142857142857,0.01154761904761907,0.1,0.11299999999999999,0.13636363636363635,0.26666666666666666,0.027777777777777773,1.0,0.1
0.2,0.625,0.08333333333333333,0.5,0.17222222222222222,0.04583333333333334,0.5,0.1,0.13541666666666669,0.16666666666666666
0.18333333333333335,0.225,0.275,0.022222222222222213,0.06666666666666667,0.2,0.03,0.1,0.08333333333333333,0.2
0.1,0.7,1.0,0.125,0.5666666666666668,0.14999999999999997,0.04464285714285714,0.30000000000000004,0.3333333333333333,0.3333333333333333
0.25,0.16666666666666666,0.4,0.6,0.35714285714285715,0.06818181818181818,0.06,0.6,0.5,0.28106060606060607
0.6,0.43333333333333335,0.05,0.2333333333333333,0.16666666666666666,0.7,0.32499999999999996,0.12083333333333335,0.225,0.033333333333333326
0.5,0.5,0.25,0.35,0.1,0.6428571428571428,0.08333333333333333,1.0,0.6,0.1
0.1,0.26666666666666666,0.1722222222222222,0.15000000000000002,0.2,0.2,0.23333333333333336,0.21666666666666665,0.32857142857142857,0.06666666666666667
0.225,0.35,0.14444444444444446,0.25,0.24,0.4,0.2041666666666667,0.43333333333333335,0.06833333333333333,0.19
0.5375,0.1,0.022222222222222213,0.5,0.3333333333333333,0.2,0.09375,0.35714285714285715,0.1,0.0031250000000000167
0.04999999999999999,0.45,0.175,0.7,0.25,0.25,0.09047619047619047,0.06666666666666665,0.5,0.4
0.36666666666666664,0.85,0.21180555555555555,0.23750000000000002,0.2020833333333333,0.15,0.05833333333333332,0.25,0.14285714285714285,0.5
0.10000000000000002,0.6,0.1,0.06666666666666667,0.5,0.07314814814814814,0.35,0.31999999999999995,0.415,0.1
0.125,0.35,0.0625,0.17857142857142858,0.15625,0.25,0.01666666666666667,0.25,0.32999999999999996,0.35
0.006666666666666677,0.56,0.04,0.8333333333333334,0.4,0.3,0.18939393939393936,0.25,0.15,0.26
0.2,0.26,0.175,0.16666666666666666,0.7,0.284375,0.3333333333333333,0.03333333333333333,0.25,0.25
0.8500000000000001,0.07021604938271603,0.2,0.13749999999999998,0.375,0.2,0.04761904761904761,0.2375,0.25,0.3266666666666667
0.44999999999999996,0.3375,0.0722222222222222,0.24666666666666667,0.08603174603174601,0.06666666666666665,0.2,0.425,0.3875,0.35
