ff_sample,fm_sample,mf_sample,mm_sample,ff_comparative_sample,mf_comparative_sample,mf_comparative_sample,mm_comparative_sample,f_gender_sample,m_gender_sample
-0.2,-0.9099999999999998,-0.05,-0.4,-0.134375,-0.026666666666666672,-0.0023809523809523725,-0.24375000000000002,-0.4,-0.25
-0.075,-0.1875,-0.09999999999999999,-0.17500000000000002,-0.13333333333333333,-0.15555555555555559,-0.2125,-0.8571428571428572,-0.10138888888888889,-0.11875
-0.016666666666666663,-0.15555555555555559,-0.21875,-0.1027777777777778,-0.2,-0.12916666666666668,-0.13703703703703707,-0.3,-0.4,-0.225
-0.15833333333333333,-0.35,-0.06666666666666667,-0.05,-0.1875,-0.22499999999999998,-0.25,-0.13000000000000003,-0.06666666666666667,-0.2
-0.5,-0.07500000000000001,-0.16666666666666666,-0.1,-0.35,-0.11249999999999999,-0.15555555555555559,-0.2,-0.15,-0.16666666666666666
-0.1875,-0.25,-0.3125,-0.1416666666666667,-0.1875,-0.038888888888888896,-0.2785714285714286,-0.08333333333333334,-0.5,-0.02583333333333333
-0.08499999999999999,-0.14583333333333334,-0.1,-0.15625,-0.2,-0.10833333333333334,-0.2,-0.17083333333333334,-0.16666666666666666,-0.05
-0.024999999999999994,-0.4,-0.6171875,-0.025,-0.06833333333333334,-0.09375,-0.0125,-0.2,-0.15555555555555559,-0.16666666666666666
-0.19166666666666665,-0.4,-0.012499999999999976,-0.3125,-0.19375,-0.025641025641025644,-0.08888888888888889,-0.2,-0.195,-0.09999999999999999
-0.4,-0.125,-0.15000000000000002,-0.018518518518518528,-0.2,-0.15000000000000002,-0.5,-0.2,-0.07500000000000001,-0.2
-0.19375,-0.06845238095238095,-0.25,-0.08333333333333333,-0.17857142857142858,-0.002083333333333333,-0.037500000000000006,-0.30000000000000004,-0.1875,-0.15555555555555559
-0.09999999999999992,-0.30000000000000004,-0.045,-0.2507936507936508,-0.19166666666666665,-0.3125,-0.021164021164021163,-0.6,-0.39999999999999997,-0.1875
-0.3125,-0.05,-0.16898148148148148,-1.0,-0.07142857142857144,-0.25,-0.3125,-0.046875,-0.16666666666666666,-0.125
-0.22291666666666665,-0.5,-0.25,-0.025,-0.09375,-0.06354166666666666,-0.25,-0.12179487179487179,-0.19499999999999998,-0.25
-0.19999999999999998,-0.1875,-0.01249999999999999,-0.08333333333333333,-0.4,-0.15555555555555559,-0.125,-0.04047619047619048,-0.221875,-0.0035714285714285657
-0.7142857142857143,-0.125,-0.028124999999999997,-0.13888888888888887,-0.31333333333333335,-0.25,-0.2125,-0.15555555555555559,-0.24722222222222223,-0.06388888888888888
-0.2,-0.2,-0.19375,-0.03190476190476191,-0.19999999999999998,-0.03833333333333333,-0.4,-0.2,-0.011111111111111108,-0.0475
-0.3,-0.029629629629629645,-0.5,-0.21875,-0.4,-0.20000000000000004,-0.12499999999999994,-0.2625,-0.1875,-0.14285714285714285
-0.041666666666666664,-0.5,-0.0625,-0.07500000000000001,-0.5499999999999999,-0.13333333333333333,-0.07407407407407408,-0.05625,-0.03333333333333333,-0.025
-0.5,-0.05,-0.225,-0.08333333333333333,-0.09375,-0.0375,-9.25185853854297e-18,-0.05,-0.10000000000000002,-0.20476190476190478
-0.25,-0.10833333333333334,-0.017500000000000005,-0.1125,-0.033333333333333326,-0.6,-0.033333333333333326,-0.07000000000000002,-0.1,-0.03333333333333333
-0.4,-0.3076923076923077,-0.2518518518518518,-0.09999999999999999,-0.18125000000000002,-0.051851851851851864,-0.15625,-0.04375,-0.44999999999999996,-0.19444444444444448
-0.13,-0.08333333333333333,-0.03541666666666667,-0.02,-0.15000000000000002,-0.025000000000000005,-0.17285714285714285,-0.16666666666666666,-0.6999999999999998,-0.05
-0.29375,-0.2,-0.1,-0.08333333333333333,-0.5125,-0.30000000000000004,-0.12916666666666668,-0.875,-0.1,-0.025
-0.05937500000000001,-0.125,-0.08571428571428573,-0.04999999999999999,-0.012499999999999997,-0.25,-0.15555555555555559,-0.4,-0.2380952380952381,-0.25
-0.05,-0.05,-0.02500000000000001,-0.1375,-0.01541666666666669,-0.1,-0.20000000000000004,-0.325,-0.12638888888888888,-0.25
-0.4,-0.29583333333333334,-0.2,-0.30000000000000004,-0.16666666666666666,-0.11393298059964728,-0.13125,-0.008333333333333331,-0.3,-0.15555555555555559
-0.13333333333333333,-0.4,-0.25,-0.17396825396825397,-0.05,-0.15,-0.038,-0.025,-0.6,-0.05
-0.125,-0.056249999999999994,-0.25,-0.03333333333333333,-0.30000000000000004,-0.2,-0.05,-0.2,-0.1,-0.025
-0.2,-0.2,-0.125,-0.05,-0.19999999999999998,-0.03461538461538462,-0.25,-0.09999999999999999,-0.21000000000000002,-1.0
-0.051388888888888894,-0.05,-0.06857142857142856,-0.30000000000000004,-0.09999999999999998,-0.1261904761904762,-0.25,-0.025,-0.10416666666666669,-0.44999999999999996
-0.04464285714285714,-0.5,-0.15555555555555559,-0.2333333333333333,-0.3125,-0.1875,-0.09999999999999998,-0.1,-0.32499999999999996,-0.3
-0.05,-0.35000000000000003,-0.060000000000000005,-0.1686111111111111,-0.17083333333333334,-0.06865079365079366,-0.08333333333333333,-0.5,-0.4,-0.17142857142857143
-1.0,-0.10357142857142858,-0.15000000000000002,-0.046875,-0.125,-0.1,-0.020833333333333332,-0.045578231292517014,-0.2833333333333333,-0.2066666666666667
-0.35,-0.1375,-0.15,-0.2,-0.0625,-0.041666666666666664,-0.09999999999999999,-0.05,-0.25,-0.03333333333333333
-0.12222222222222223,-0.10000000000000002,-0.14583333333333334,-0.125,-0.007499999999999995,-0.01339285714285715,-0.0020634920634920767,-0.16666666666666666,-0.1,-0.1875
-0.175,-0.30000000000000004,-0.012500000000000002,-0.16666666666666666,-0.020535714285714254,-0.2892857142857143,-0.5,-0.07666666666666669,-0.5,-0.2
-0.05,-0.3,-0.14583333333333334,-0.1,-0.15,-0.1,-0.1875,-0.21,-0.019999999999999945,-0.08928571428571429
-0.06000000000000001,-0.2958333333333334,-0.18333333333333335,-0.125,-0.2,-0.15555555555555559,-0.016666666666666666,-0.15,-0.34375,-0.125
-0.15555555555555559,-0.5,-0.3125,-0.0625,-0.4,-0.13518518518518519,-0.033333333333333326,-0.05,-0.3,-0.16
-0.5,-0.049999999999999996,-0.15555555555555559,-0.13333333333333333,-0.7,-0.2333333333333333,-0.125,-0.15625,-0.6,-0.08333333333333333
-0.3125,-0.15555555555555559,-0.08645833333333333,-0.16666666666666666,-0.3236111111111111,-0.06666666666666665,-0.1,-0.16666666666666666,-0.3,-0.1
-0.19999999999999998,-0.3791666666666667,-0.65,-0.15000000000000002,-0.175,-0.1,-0.15625,-0.05000000000000001,-0.1708333333333333,-0.1
-0.8,-0.125,-0.1,-0.11701388888888889,-0.08249999999999999,-0.15277777777777773,-0.25,-0.10500000000000001,-0.21875,-0.07777777777777779
-0.3277777777777778,-0.125,-0.2,-0.05357142857142857,-0.18749999999999997,-0.9375,-0.011458333333333329,-0.2,-0.05,-0.1875
-0.273,-0.3,-0.19375,-0.2055844155844156,-0.25,-0.2,-0.155,-0.09375,-0.22544642857142858,-0.6
-0.4,-0.16666666666666666,-0.052777777777777764,-0.07777777777777779,-0.2,-0.09999999999999999,-0.44,-0.0625,-0.16851851851851854,-0.05
-0.1,-0.19999999999999998,-0.25,-0.125,-0.18333333333333335,-0.025,-0.05,-0.024999999999999998,-0.4,-0.5
-0.15,-0.021875000000000006,-0.25,-0.0857142857142857,-0.008333333333333331,-0.17075,-0.1375,-0.08499999999999999,-0.05,-0.15000000000000002
-0.049999999999999996,-1.0,-0.084375,-0.2,-0.3,-0.08333333333333333,-0.025,-0.11805555555555554,-0.050000000000000024,-0.30000000000000004
-0.15555555555555559,-0.15555555555555559,-0.12000000000000001,-0.2,-0.2729166666666667,-0.2935185185185185,-0.03250000000000001,-0.24166666666666664,-0.075,-0.125
-0.035876623376623375,-0.05,-0.125,-0.06,-0.125,-0.29999999999999993,-0.07777777777777779,-0.1,-0.25,-0.09999999999999999
-0.225,-0.07777777777777779,-0.15555555555555559,-0.6499999999999999,-0.3,-0.22499999999999998,-0.05,-0.0625,-0.1875,-0.65
-0.1875,-0.25,-0.1,-0.15555555555555559,-0.3,-0.07777777777777779,-0.4791666666666667,-0.1,-0.65,-0.06666666666666667
-0.1875,-0.1375,-0.0773809523809524,-0.25,-1.0,-0.5,-0.08333333333333333,-0.125,-0.1875,-0.09999999999999992
-0.09083333333333332,-0.037500000000000006,-0.2,-0.09583333333333333,-0.2,-0.04999999999999999,-0.1,-0.3,-0.21,-0.8928571428571429
-0.35,-0.18333333333333335,-0.225,-0.02500000000000001,-0.3,-0.45,-0.3,-0.8,-0.04999999999999999,-0.8
-0.04999999999999999,-0.21666666666666667,-0.16666666666666666,-0.041666666666666664,-0.08333333333333334,-0.018518518518518528,-0.23750000000000002,-0.06865079365079366,-0.2916666666666667,-0.6999999999999998
-0.18125000000000002,-0.07500000000000001,-0.5,-0.30000000000000004,-0.004166666666666663,-0.052777777777777764,-0.03666666666666666,-0.09999999999999999,-0.15625,-0.5
-0.16666666666666666,-0.09999999999999998,-0.25,-0.1875,-0.1775,-0.18,-0.65,-0.16666666666666666,-0.3333333333333333,-0.06666666666666667
-0.1875,-0.014642857142857147,-0.13518518518518519,-0.12222222222222223,-0.125,-0.05,-0.09375,-0.23076923076923073,-0.07427248677248675,-0.2
-0.05,-0.16666666666666666,-0.15,-0.1,-0.05,-0.05555555555555555,-0.19999999999999993,-0.3125,-0.0625,-0.2
-0.4,-0.2714285714285714,-0.08333333333333333,-0.08472222222222224,-0.5049999999999999,-0.16666666666666666,-0.015659340659340673,-0.15000000000000002,-0.05833333333333333,-0.2
-0.02777777777777779,-0.3,-0.2125,-0.0638888888888889,-0.09375,-0.19444444444444448,-0.25,-0.25,-0.26666666666666666,-0.023333333333333317
-0.35,-0.6999999999999998,-0.011458333333333329,-0.19375,-0.09375,-0.025,-0.014285714285714282,-0.2,-0.017857142857142863,-0.2333333333333333
-0.4,-0.20185185185185187,-0.05,-0.15555555555555559,-0.1875,-0.3,-0.14285714285714285,-0.16851851851851854,-0.2,-0.2
-0.7999999999999999,-0.4,-0.03749999999999999,-0.33169642857142856,-0.13392857142857142,-0.19687500000000002,-0.1,-0.2,-0.09722222222222222,-0.08333333333333333
-0.5,-0.08511111111111111,-0.008000000000000002,-0.13214285714285712,-0.30000000000000004,-0.06944444444444446,-0.25,-0.10111111111111112,-0.1277777777777778,-0.38518518518518513
-0.5731111111111111,-0.025,-0.1,-0.0625,-0.1875,-0.1,-0.1875,-0.4,-0.125,-0.07682539682539682
-0.029166666666666674,-0.04166666666666666,-0.30000000000000004,-0.0625,-0.1875,-0.14285714285714285,-0.13181818181818183,-0.15555555555555559,-0.15555555555555559,-0.0013888888888889024
-0.1875,-0.25,-0.2125,-0.4,-0.05,-0.75,-0.5,-0.3,-0.10625,-0.13
-0.16666666666666666,-0.08854166666666666,-0.15357142857142858,-0.16845238095238096,-0.23958333333333331,-0.8,-0.15625,-0.1,-0.09375,-0.6
-0.65,-0.12499999999999994,-0.10000000000000002,-0.11435185185185186,-0.25,-0.08333333333333333,-0.1875,-0.625,-0.25,-0.32187499999999997
-0.25,-0.48518518518518516,-0.36,-1.0,-0.1875,-0.2,-0.09999999999999999,-0.07777777777777779,-0.03571428571428571,-0.175
-0.23333333333333334,-0.125,-0.24999999999999997,-0.15555555555555559,-0.2785714285714286,-0.08317460317460318,-0.08333333333333333,-0.1,-0.075,-0.65
-0.16,-0.6999999999999998,-0.4166666666666667,-0.1,-0.45,-0.2,-0.20833333333333334,-0.5,-0.14285714285714285,-0.7
-0.07500000000000001,-0.125,-0.3566137566137566,-0.03333333333333333,-0.125,-0.0888888888888889,-0.015151515151515152,-0.3666666666666667,-0.35,-0.06999999999999999
-0.028749999999999998,-0.1875,-0.0638888888888889,-0.15000000000000002,-0.0625,-0.43333333333333335,-0.125,-0.5,-0.16666666666666666,-0.30000000000000004
-0.15555555555555559,-0.2,-0.6,-0.15,-0.05,-0.7,-0.5,-1.1102230246251566e-17,-0.15555555555555559,-1.0
-0.21428571428571427,-0.0375,-0.03571428571428571,-0.2,-0.1892857142857143,-0.125,-0.25,-0.3,-0.05,-0.07500000000000001
-0.25,-0.234375,-0.234375,-0.25,-0.2,-0.24999999999999997,-0.15625,-0.16666666666666666,-0.1875,-0.05
-0.21875,-0.029166666666666664,-0.5,-0.2,-0.09375,-0.6666666666666666,-0.425,-0.12777777777777777,-0.09375,-0.021875000000000006
-0.3,-0.0625,-0.15,-0.2,-0.125,-0.16875,-0.09375,-0.14583333333333334,-0.071875,-0.75
-0.21,-0.025000000000000022,-0.5,-0.033333333333333326,-0.08333333333333333,-0.1,-0.3,-0.39583333333333337,-0.14226190476190476,-0.15
-0.4,-0.16383838383838384,-0.19583333333333333,-0.03333333333333333,-0.26,-0.5,-0.25,-0.1875,-0.375,-0.15000000000000002
-0.2,-0.059722222222222204,-0.08333333333333333,-0.16666666666666666,-0.5,-0.23402777777777778,-0.5,-0.15555555555555559,-0.09375,-0.0875
-0.125,-0.14204545454545456,-0.1,-0.17152777777777778,-0.05,-0.08333333333333333,-0.07777777777777779,-0.5,-0.25,-0.15999999999999998
-0.575,-0.26666666666666666,-0.14583333333333334,-0.15555555555555559,-0.2,-0.0875,-0.1875,-0.07682539682539682,-0.09375,-0.23666666666666666
-0.23125,-0.4,-0.05555555555555556,-0.009595959595959616,-0.025,-0.25,-0.061079545454545456,-0.5,-0.2,-0.3055555555555555
-0.4,-0.15000000000000002,-0.2,-0.15555555555555559,-0.3,-0.125,-0.019999999999999997,-0.05625,-0.21,-0.5
-0.09375,-0.5,-0.35000000000000003,-0.4,-0.09375,-0.9750000000000001,-0.19375,-0.125,-0.025,-0.2
-0.25,-0.08616071428571428,-0.20138888888888892,-0.02321428571428571,-0.2658333333333333,-0.16666666666666666,-0.15555555555555559,-0.09375,-0.30000000000000004,-0.125
-0.1,-0.020000000000000007,-0.04583333333333334,-0.010763888888888892,-0.08333333333333333,-0.15555555555555559,-0.05,-0.14732142857142858,-0.25,-0.1699074074074074
-0.8,-1.0,-0.125,-0.05,-0.6666666666666666,-0.020833333333333332,-0.05,-0.1875,-0.25,-0.17708333333333331
