ff_sample,fm_sample,mf_sample,mm_sample,ff_comparative_sample,mf_comparative_sample,mf_comparative_sample,mm_comparative_sample,f_gender_sample,m_gender_sample
-0.125,-0.0125,-0.1,-0.17500000000000002,-0.05,-0.11851851851851854,-0.0625,-0.1875,-0.35000000000000003,-0.25
-0.45,-0.06250000000000001,-0.2416666666666667,-0.1,-0.125,-0.05,-0.010416666666666664,-0.07777777777777779,-0.6999999999999998,-0.7
-0.1875,-0.38518518518518524,-0.16666666666666666,-0.390625,-0.34375,-0.060833333333333336,-0.17,-0.16666666666666666,-0.125,-0.07500000000000004
-0.07777777777777779,-0.13622448979591836,-0.05833333333333333,-0.20666666666666667,-0.4895833333333333,-0.17884615384615385,-0.625,-0.14285714285714285,-0.9,-0.15555555555555559
-0.04999999999999999,-0.525,-0.4,-0.04444444444444443,-0.2,-0.3499999999999999,-0.23055555555555554,-0.4,-0.1111111111111111,-0.1
-0.15,-0.2106060606060606,-0.05000000000000001,-0.6,-0.5,-0.09583333333333334,-0.050000000000000024,-0.1375,-0.26125,-1.0
-0.14375,-0.15185185185185188,-0.02666666666666668,-0.125,-0.15555555555555559,-0.65,-0.234375,-0.025,-0.024000000000000004,-0.1875
-0.4,-0.23214285714285715,-0.3706018518518519,-0.3,-0.1875,-0.39999999999999997,-0.475,-0.020833333333333336,-0.35,-0.225
-0.25,-0.0625,-0.051851851851851864,-0.05,-0.04151785714285715,-0.21,-0.15000000000000002,-0.5,-0.021428571428571443,-0.26
-0.15000000000000002,-0.39615384615384613,-0.4,-0.08,-0.05,-0.06666666666666667,-0.1875,-0.17708333333333331,-0.11750000000000001,-0.25
-0.03645833333333333,-0.6999999999999998,-0.2,-0.45,-0.012784090909090912,-0.16898148148148148,-0.09375,-0.3125,-0.175,-0.025
-0.14285714285714285,-0.1111111111111111,-0.15555555555555559,-0.5,-0.1,-0.25,-0.011111111111111118,-0.09166666666666667,-0.2,-0.3333333333333333
-0.1875,-0.07777777777777779,-0.1,-0.6125,-2.7755575615628914e-17,-0.5,-0.019499999999999993,-0.25,-0.17152777777777778,-0.13586309523809526
-0.1798358585858586,-0.225,-0.06999999999999998,-0.125,-0.45,-0.6,-1.0,-0.125,-0.25,-0.1125
-0.3333333333333333,-0.125,-0.6999999999999998,-0.25,-0.049999999999999996,-0.15625,-0.2,-0.30000000000000004,-0.75,-0.06666666666666665
-0.125,-0.125,-1.1895246692412391e-17,-0.05,-0.6,-0.3666666666666667,-0.024999999999999994,-0.1,-0.049999999999999996,-0.03125
-0.5,-0.12222222222222222,-0.09583333333333333,-0.1875,-0.55,-0.10714285714285714,-0.125,-0.2916666666666667,-0.1,-0.08333333333333333
-1.0,-0.15,-0.3,-0.05,-0.15937500000000002,-0.041666666666666664,-0.175,-0.20714285714285707,-0.029166666666666664,-0.325
-0.44999999999999996,-0.75,-0.06666666666666667,-0.15555555555555559,-0.05,-0.08333333333333333,-0.0625,-0.20000000000000004,-0.033333333333333326,-0.025
-0.4,-0.25,-0.15833333333333333,-0.5,-0.5,-0.13,-0.4,-0.125,-0.1875,-0.07285714285714284
-0.2,-0.19999999999999998,-0.058024691358024696,-0.03272727272727274,-0.24285714285714283,-0.09375,-0.2,-0.153125,-0.3125,-0.1875
-0.09166666666666666,-0.05,-0.2,-0.375,-0.2,-0.05,-0.6,-0.15555555555555559,-0.07777777777777779,-0.05185185185185185
-0.1875,-0.2,-0.1875,-0.30000000000000004,-0.05194805194805195,-0.09166666666666667,-0.1875,-1.0,-0.06624999999999999,-0.023611111111111117
-0.6,-0.05681818181818182,-0.3,-0.21000000000000002,-0.6,-0.007142857142857141,-0.13333333333333333,-0.05853174603174602,-0.25,-0.125
-0.4666666666666666,-0.4049999999999999,-0.4,-0.2333333333333333,-1.0,-0.2380952380952381,-0.07142857142857142,-0.07777777777777779,-0.15555555555555559,-0.10833333333333334
-0.08333333333333333,-0.5,-0.1,-0.06571428571428573,-0.0625,-0.4124999999999999,-0.7,-0.35,-0.05773809523809525,-0.07777777777777779
-0.04999999999999999,-0.03571428571428571,-0.1,-0.025,-0.24375000000000002,-0.075,-0.2858974358974358,-0.1,-0.04999999999999999,-0.4
-0.011111111111111118,-0.3,-0.10185185185185186,-0.1,-0.2916666666666667,-0.11666666666666665,-0.11388888888888889,-0.05,-0.1875,-0.07777777777777779
-0.375,-0.35,-0.16666666666666666,-0.0225,-0.1875,-0.2333333333333333,-0.08333333333333333,-0.2,-0.01851851851851852,-0.15
-0.30185185185185187,-0.2916666666666667,-0.05,-0.08333333333333333,-0.2,-0.75,-0.21875,-0.25,-0.049999999999999996,-0.03333333333333333
-0.14285714285714285,-0.34375,-0.08181818181818185,-0.041666666666666664,-0.15555555555555559,-0.5,-0.016666666666666673,-0.6999999999999998,-0.6999999999999998,-0.09499999999999997
-0.1,-0.09999999999999998,-0.05,-0.21428571428571427,-0.6,-0.125,-0.043452380952380944,-0.0619047619047619,-0.02777777777777779,-0.125
-0.04999999999999999,-0.1875,-0.10185185185185186,-0.07777777777777779,-0.3,-0.1,-0.1,-0.1,-0.11041666666666668,-0.14642857142857144
-0.10370370370370373,-0.017045454545454548,-3.469446951953614e-18,-0.11607142857142858,-0.075,-0.15555555555555559,-0.08333333333333333,-0.2,-0.5333333333333333,-0.05000000000000001
-1.0,-0.08994708994708996,-0.125,-0.14583333333333334,-1.0,-0.033333333333333326,-0.15555555555555559,-0.3333333333333333,-0.05416666666666667,-0.25
-0.3,-0.03472222222222223,-0.007870370370370375,-1.0,-0.5,-0.6,-0.06666666666666665,-0.25,-0.125,-0.5
-0.11435185185185186,-0.4,-0.234375,-0.09305555555555556,-0.2,-0.15555555555555559,-0.4000000000000001,-0.48611111111111116,-0.5,-0.2
-0.05,-0.0625,-0.027083333333333334,-0.1,-0.1875,-0.1,-0.08217592592592593,-0.06684027777777778,-0.17291666666666666,-0.225
-0.05,-0.3125,-0.053333333333333344,-0.014285714285714294,-0.02121212121212122,-0.1875,-0.16499999999999998,-0.0509920634920635,-0.012500000000000011,-0.1277777777777778
-0.0975,-0.3666666666666667,-0.26666666666666666,-0.05,-0.6,-0.03148148148148148,-0.11979166666666667,-0.2916666666666667,-0.05,-0.15
-0.1,-0.06666666666666665,-0.21499999999999994,-0.15555555555555559,-0.23333333333333336,-0.125,-0.4,-0.12291666666666665,-0.15555555555555559,-0.15555555555555559
-0.15,-0.057142857142857134,-0.15555555555555559,-0.2916666666666667,-0.010763888888888892,-0.07777777777777779,-1.0,-0.18333333333333335,-0.0880952380952381,-0.11964285714285716
-0.8,-0.1875,-0.375,-0.16666666666666666,-0.05,-0.09375,-0.05,-0.25,-0.6,-0.2916666666666667
-0.20185185185185187,-0.2,-0.1,-0.15,-0.8749999999999998,-0.15555555555555559,-0.13749999999999998,-0.6,-0.021875000000000006,-0.125
-0.1875,-0.1875,-0.08888888888888889,-0.09280303030303032,-0.15555555555555559,-0.04874999999999999,-0.15000000000000002,-0.13571428571428573,-0.1,-0.07777777777777779
-0.15,-0.1875,-0.011111111111111118,-0.05,-0.041666666666666664,-0.06785714285714287,-0.30000000000000004,-0.5,-0.14888888888888888,-0.2785714285714286
-0.164,-0.13333333333333333,-0.03017857142857143,-0.13101851851851853,-0.0638888888888889,-0.2,-0.5,-0.20833333333333331,-0.2760416666666667,-0.1
-0.21666666666666667,-0.2,-0.15,-0.25611111111111107,-6.938893903907228e-18,-0.01666666666666667,-0.30000000000000004,-0.07777777777777779,-0.21000000000000002,-0.25
-0.02500000000000001,-0.1972222222222222,-0.025,-0.1,-0.20000000000000004,-0.038095238095238085,-0.56,-0.25,-0.08333333333333333,-0.1138888888888889
-0.5,-0.2,-0.14952380952380953,-0.15555555555555559,-0.1,-0.4,-0.2,-0.19999999999999998,-0.4,-0.20833333333333331
-1.0,-0.1,-0.5,-0.09999999999999999,-0.1875,-0.234375,-0.16749999999999998,-0.125,-0.07291666666666667,-0.4
-0.3,-0.016666666666666666,-0.025,-0.1,-0.04375,-0.05952380952380953,-0.11619047619047618,-0.6999999999999998,-0.15555555555555559,-0.2
-0.1875,-0.13333333333333333,-0.3125,-0.625,-0.35000000000000003,-0.5,-0.6,-0.09999999999999998,-0.25,-0.010714285714285707
-0.06111111111111111,-0.3,-0.125,-0.15625,-0.2,-0.08333333333333333,-0.15,-0.30000000000000004,-0.1875,-0.5
-0.2833333333333333,-0.25,-0.027777777777777783,-0.3125,-0.13333333333333333,-0.06666666666666667,-0.25,-0.5,-0.3986111111111111,-0.225
-0.125,-0.2,-0.5,-0.016666666666666666,-0.15555555555555559,-0.07777777777777779,-0.18333333333333326,-0.3277777777777778,-0.04733333333333333,-0.25
-0.25,-0.5,-0.31666666666666665,-0.18666666666666668,-0.4,-0.1,-0.4,-0.2,-0.09375,-0.012499999999999997
-0.060119047619047614,-0.1875,-0.25,-0.041666666666666664,-0.13333333333333333,-0.025,-0.08009259259259259,-0.2,-0.2,-0.033333333333333326
-0.05,-0.25,-0.11699999999999999,-0.09375,-0.029166666666666664,-0.1375,-0.2,-0.0625,-0.06666666666666667,-0.06666666666666667
-1.0,-0.19999999999999998,-0.375,-0.056249999999999994,-0.19375,-0.125,-0.16666666666666666,-0.30000000000000004,-0.32916666666666666,-0.09480158730158729
-0.5,-0.55,-0.075,-0.05714285714285719,-0.05,-0.2,-0.125,-0.4,-0.5,-0.24375000000000002
-0.021428571428571425,-0.3,-0.06493055555555556,-0.12121212121212122,-0.125,-0.4,-1.0,-0.3,-0.16666666666666666,-1.0
-1.0,-0.1685185185185185,-0.11805555555555554,-0.175,-0.44375,-0.075,-0.55,-0.15555555555555559,-0.02799999999999999,-0.05
-0.21666666666666667,-0.18333333333333335,-0.7,-0.1777777777777778,-0.16666666666666666,-0.2777777777777778,-0.3125,-0.2625,-0.08333333333333333,-0.05000000000000001
-0.049999999999999996,-0.1,-0.125,-0.08333333333333333,-0.5,-0.05,-0.18333333333333335,-0.1875,-0.2,-0.24375
-0.041666666666666664,-0.13333333333333333,-0.009595959595959616,-0.203125,-0.5,-0.05,-1.0,-0.14375,-0.12857142857142856,-0.07500000000000001
-0.0049999999999999906,-0.1,-0.05555555555555555,-0.1,-0.4,-0.07857142857142856,-1.0,-0.024999999999999994,-0.30000000000000004,-0.1875
-0.009523809523809526,-0.0625,-0.2,-0.1851851851851852,-0.037500000000000006,-0.6999999999999998,-0.5,-0.1,-0.25,-0.125
-0.3,-0.16666666666666666,-0.2,-0.1,-0.0625,-0.0015555555555555544,-0.020833333333333332,-1.0,-0.01666666666666667,-0.033333333333333326
-0.14583333333333334,-0.16666666666666666,-0.019999999999999997,-0.07500000000000001,-0.09583333333333333,-0.15555555555555559,-0.3083333333333333,-0.012499999999999983,-0.05,-0.2
-0.8,-0.23650000000000002,-0.41874999999999996,-0.4,-0.1875,-0.0888888888888889,-0.1,-0.16666666666666666,-0.29375,-0.5
-0.37777777777777777,-0.1875,-0.7,-0.05555555555555555,-0.2,-0.1,-0.16666666666666666,-0.02,-0.2785714285714286,-0.15555555555555559
-0.234375,-1.0,-0.2,-0.125,-0.075,-0.09375,-0.28125,-0.2,-0.29166666666666663,-0.15555555555555559
-0.15,-0.049999999999999996,-0.02111111111111112,-0.15,-0.3,-0.05,-0.31666666666666665,-0.051851851851851864,-0.2,-0.2
-0.16666666666666666,-0.05,-0.38888888888888884,-0.12499999999999999,-0.03385416666666667,-0.05833333333333333,-1.0,-0.2,-0.2,-0.02777777777777779
-0.15,-0.404,-0.1395833333333333,-1.0,-0.1875,-0.3888888888888889,-0.038095238095238106,-0.21458333333333332,-0.6,-0.00462962962962963
-0.05,-0.24375,-0.012500000000000011,-0.21,-0.10740740740740741,-1.0,-0.7,-0.16666666666666666,-0.13,-0.26666666666666666
-0.2,-0.6,-0.25,-0.025,-0.16666666666666666,-0.06666666666666667,-0.2,-0.6,-0.25,-0.033333333333333326
-0.1,-0.38518518518518524,-0.016666666666666673,-0.0638888888888889,-0.020092592592592565,-0.5,-0.4333333333333333,-0.07500000000000001,-0.225,-0.05
-0.3499999999999999,-0.15,-0.013888888888888902,-0.13333333333333333,-0.15,-0.1,-0.36458333333333337,-0.030555555555555575,-0.09375,-0.0625
-0.29999999999999993,-0.15,-0.5,-0.02777777777777779,-0.09000000000000001,-0.05663265306122449,-0.1875,-0.07291666666666666,-0.1513888888888889,-0.8
-0.3125,-0.0875,-0.15555555555555559,-0.10000000000000002,-0.175,-0.04666666666666667,-0.1875,-0.07083333333333333,-0.1875,-0.8571428571428572
-0.14375,-0.025,-0.4,-0.020000000000000004,-0.1875,-0.2,-0.2,-0.07777777777777779,-0.05,-0.10625
-0.29583333333333334,-0.125,-0.025,-0.0625,-0.175,-0.001041666666666663,-0.1875,-0.05,-0.5,-0.6999999999999998
-0.05,-0.14583333333333334,-0.13333333333333333,-0.05416666666666667,-0.2,-0.5,-0.1,-0.3333333333333333,-0.018750000000000003,-0.06666666666666667
-0.125,-0.03571428571428571,-0.2,-0.7,-0.13333333333333333,-0.07083333333333335,-0.20190476190476195,-0.25,-0.03,-0.675
-0.25,-1.0,-0.09999999999999999,-0.09375,-0.09375,-0.05,-0.07499999999999998,-0.11851851851851854,-0.10714285714285715,-0.026388888888888896
-0.8,-0.4000000000000001,-0.07187500000000001,-0.2,-0.024999999999999994,-0.3706018518518519,-0.13846153846153847,-0.23333333333333328,-0.3033333333333333,-0.09375
-0.07500000000000001,-0.125,-0.38518518518518524,-0.2,-0.057499999999999996,-0.1,-1.0,-0.016666666666666663,-0.3125,-0.3125
-0.2,-0.18333333333333335,-0.5,-0.3,-0.25,-0.05,-0.15555555555555559,-0.2,-0.1875,-0.25
-0.0625,-0.125,-0.1875,-0.25,-0.12187500000000001,-0.125,-0.3,-0.125,-0.09375,-0.31666666666666665
-0.08101851851851853,-0.9,-0.15625,-0.09583333333333334,-0.25,-0.022222222222222216,-0.1875,-0.5,-0.35,-0.1125
-0.171875,-0.485,-0.15,-0.11979166666666667,-0.23333333333333336,-0.3125,-0.012499999999999997,-0.09375,-0.2916666666666667,-0.275
-0.195,-0.35,-0.3277777777777778,-0.16666666666666666,-0.1875,-0.09375,-0.13333333333333333,-0.033333333333333326,-0.1875,-0.07500000000000001
-0.20833333333333331,-5.551115123125783e-18,-0.4,-0.065,-0.31666666666666665,-0.0638888888888889,-0.19999999999999998,-0.2,-0.1875,-0.11851851851851852
-0.05,-0.047685185185185185,-0.07777777777777779,-0.3125,-0.1875,-0.2,-0.1,-0.05555555555555555,-0.2,-0.045833333333333365
-0.5,-0.07777777777777779,-0.18571428571428572,-0.038095238095238106,-0.15625,-0.09555555555555557,-0.01200000000000001,-0.05,-0.1,-0.10833333333333334
-0.25520833333333337,-0.24375000000000002,-0.15555555555555559,-0.13111111111111112,-0.37187499999999996,-0.08333333333333333,-0.05,-0.5,-0.010000000000000009,-0.1875
-0.1875,-0.3125,-0.0003968253968254047,-0.07142857142857142,-0.06666666666666667,-0.5,-0.5,-0.22544642857142858,-0.30000000000000004,-0.2
-0.014285714285714301,0.3,-0.04375,-0.15,-0.3,-0.125,0.2533333333333333,-0.5,-0.6999999999999998,-0.6
-0.325,0.5,0.55,-0.15555555555555559,-0.2722222222222222,0.2375,0.7,-0.04375,-0.2,-0.075
-0.15555555555555559,0.203125,0.1625,-0.08333333333333327,-0.3125,0.02777777777777778,0.25,-0.0642857142857143,-0.13,-0.3083333333333333
-0.1,0.3028571428571428,0.1125,-0.25,-0.3125,0.25,0.08333333333333333,-0.09166666666666666,-0.1875,-0.5
-0.2,0.4,0.05,-0.07916666666666666,-0.125,0.12682539682539684,0.3,-0.07500000000000001,-0.15,-0.11666666666666665
-0.2,0.65,0.25,-0.3125,-0.15555555555555559,0.05133928571428571,0.1,-0.05,-0.2,-0.1277777777777778
-0.07187500000000001,0.13636363636363635,0.2533333333333333,-1.0,-0.0625,0.26,0.15625,-0.3,-0.4,-0.0638888888888889
-0.2,0.7,0.7,-0.9,-0.02500000000000001,0.6,0.37777777777777777,-0.1380357142857143,-0.033333333333333326,-0.13333333333333333
-0.21,0.35,0.0875,-0.03571428571428571,-0.2,0.13636363636363635,0.15888888888888889,-0.19999999999999998,-0.19999999999999996,-0.16666666666666666
-0.21435185185185188,0.16666666666666666,0.1,-0.033333333333333326,-0.14999999999999997,0.2857142857142857,0.47833333333333333,-0.08173076923076923,-0.40714285714285714,0.21428571428571427
-0.07187500000000001,0.33939393939393936,0.6,-0.033333333333333326,-0.15000000000000002,0.3,0.16222222222222224,-0.21428571428571427,-0.15000000000000002,0.4
-0.05,0.6,0.2,-0.15185185185185188,-0.2,0.1007716049382716,0.16666666666666666,-0.018518518518518528,0.5,0.4377551020408163
-0.1,0.2,0.013492063492063487,-0.2,-0.15000000000000002,0.2,0.21428571428571427,-0.15555555555555559,0.23333333333333334,0.39999999999999997
0.2,0.4,0.0125,-0.049999999999999996,0.26249999999999996,0.26079545454545455,0.4,-0.3,0.12000000000000002,0.35
0.38125,0.07827380952380951,0.044444444444444446,-1.0,0.35,0.2,0.5,-0.033333333333333326,0.15000000000000002,0.10952380952380952
0.85,0.25,0.65,0.0654761904761905,0.34249999999999997,0.5,0.06666666666666667,0.22499999999999998,0.2857142857142857,0.6
0.7,0.6,0.15625,0.022222222222222227,0.2,0.15000000000000002,0.11636904761904761,0.1361607142857143,0.30000000000000004,0.19999999999999998
0.4,0.25,0.3,0.3,0.1391666666666667,0.08194444444444444,0.36,0.028571428571428564,0.1523809523809524,0.5
0.4785714285714286,0.25,0.08010204081632653,0.3,0.48333333333333334,0.1,0.2928571428571428,0.65,0.037500000000000006,0.05000000000000002
0.2,0.47857142857142854,0.16666666666666666,0.5,0.31666666666666665,0.5,0.1,0.2,0.35,0.32857142857142857
0.5,0.35,0.10416666666666667,0.3333333333333333,0.2,0.13675595238095237,0.2857142857142857,0.2,0.1,0.13125
0.5,0.15,0.25,0.5,0.033333333333333326,0.7,0.2,0.3333333333333333,0.5166666666666666,0.15000000000000002
0.08194444444444444,0.0757142857142857,0.2,0.4,0.1,0.25625,0.2,0.21111111111111114,0.1375,0.128125
0.2857142857142857,0.3166666666666667,0.13333333333333333,0.28,0.0031250000000000167,0.05875,0.3,0.08333333333333333,0.14999999999999997,0.024999999999999994
0.25,0.8,0.16250000000000003,0.16041666666666665,0.26,0.42125,0.21666666666666667,0.016666666666666666,0.3666666666666667,0.8
0.04999999999999999,0.08333333333333333,0.7549999999999999,0.3,0.65,0.2,0.26875,0.4,0.2333333333333333,0.2
0.007142857142857131,0.2,0.24583333333333332,0.3287037037037037,0.16666666666666669,0.5,0.03571428571428571,0.17222222222222222,0.25,0.025000000000000012
0.16666666666666666,0.1,0.06250000000000003,0.36666666666666664,0.275,0.15714285714285714,0.8,0.06145833333333334,0.15,0.3
0.35714285714285715,0.1761904761904762,0.125,0.27499999999999997,0.26666666666666666,0.2333333333333333,0.13,0.1,0.33999999999999997,0.26
0.3,0.23749999999999996,0.034999999999999996,0.625,0.2,0.045202020202020195,0.05,0.2333333333333333,0.16,0.024999999999999994
0.625,0.1,0.12023809523809526,0.35,0.3,0.35,0.05,0.5,0.5,0.2
0.18571428571428572,0.3,0.1,0.4333333333333333,0.6,0.253125,0.16979166666666667,0.325,0.1,0.26666666666666666
0.04282407407407407,0.36124999999999996,0.09999999999999999,0.5,0.024999999999999994,0.2,0.6666666666666666,0.019999999999999997,0.3,0.2
0.024999999999999994,0.25,0.08333333333333333,0.08333333333333333,0.7,0.35,0.15714285714285714,0.2,0.03333333333333333,0.06666666666666667
0.14814814814814814,0.11714285714285715,0.4002777777777778,1.0,0.3333333333333333,0.018750000000000003,0.15208333333333332,0.5666666666666668,0.525,0.31666666666666665
0.13636363636363635,0.08,0.011904761904761899,0.12916666666666668,0.54375,0.054134615384615385,0.22828282828282828,0.07142857142857142,0.06666666666666665,0.4666666666666667
0.23611111111111108,0.5,0.8,0.325,0.10416666666666667,0.13749999999999998,0.2571428571428571,0.22000000000000003,0.55,0.7
0.5,0.1875,0.01904761904761905,0.39999999999999997,0.6,0.5333333333333333,0.09999999999999999,0.4,0.07291666666666666,0.4
0.11666666666666665,0.3333333333333333,0.08000000000000002,0.13428571428571429,0.4,0.3,0.425,0.2,0.375,0.016666666666666666
0.015625,0.16666666666666666,0.21428571428571427,0.2770833333333334,0.05833333333333334,0.21666666666666667,0.15,0.21666666666666667,0.06160714285714287,0.7
0.29625,0.12083333333333333,0.5,0.175,0.32,0.21428571428571427,0.4,0.1,0.375,0.2619047619047619
0.5,0.0625,0.25,0.25,0.05,0.8,0.3464285714285714,0.8,0.5,0.25
0.2625,0.6,0.24629629629629632,0.7,0.1,0.21428571428571427,0.8,0.6,0.2,0.6
0.5,0.6,0.1,0.2,0.1,0.036458333333333315,0.625,1.0,0.25,0.17222222222222222
0.2,0.375,0.05000000000000001,0.15625,0.2,0.6,0.8,0.05,0.13636363636363635,0.2
0.4,0.5,0.16666666666666666,0.4166666666666667,0.2732323232323232,0.5,0.321875,0.1,0.14583333333333334,0.4
0.7,0.19,0.4047619047619047,0.15714285714285714,1.0,0.39999999999999997,0.15833333333333333,0.275,0.2,0.08333333333333333
0.16666666666666666,0.7,0.35,0.0009920634920635005,0.15000000000000002,0.5,0.5,0.029166666666666674,0.09727891156462586,0.15
0.5,0.19999999999999998,0.1,0.1,0.15000000000000002,0.18148148148148147,0.25,0.1875,0.04999999999999999,0.2
0.08650793650793649,0.05,0.5,0.5,0.7333333333333333,0.3,0.1,0.5,0.05,1.0
0.27,0.1732142857142857,0.30666666666666664,0.18333333333333335,0.3075,0.1125,0.02878787878787879,0.09523809523809523,0.4,0.3
0.0642361111111111,0.42500000000000004,0.26666666666666666,0.475,0.4,0.2,0.44523809523809527,0.25,0.8,0.15833333333333333
0.17812499999999998,0.3333333333333333,0.3,0.5666666666666668,0.55,0.19999999999999998,0.057638888888888885,0.2833333333333333,0.33697916666666666,0.5
0.3410714285714286,1.0,0.4,0.03333333333333333,0.0375,0.1,0.18333333333333335,0.3,0.125,0.3666666666666667
0.15,0.6,0.5,0.20208333333333334,0.4,0.14147727272727273,0.3,0.1,0.20833333333333334,0.0066666666666666706
0.5,0.1,0.05,0.09999999999999999,0.25,0.06822916666666666,0.4666666666666666,0.5,0.05,0.525
0.1,0.4,0.5166666666666667,0.875,0.5,0.5,0.25,0.5,0.1784126984126984,1.0
0.4,0.03333333333333333,0.1,0.014814814814814808,0.4166666666666667,0.225,0.8,0.1,0.35,0.375
0.25,0.03333333333333333,0.32,0.35,0.11574074074074074,0.20555555555555555,0.7,0.1,0.325,0.3
0.25833333333333336,0.275,0.018750000000000003,0.48333333333333334,0.05,0.7000000000000001,0.6,0.12,0.3666666666666667,0.47333333333333333
0.8,0.5,0.05,0.1,0.2857142857142857,0.5833333333333334,0.06770833333333334,0.06818181818181818,0.1,0.6
0.047222222222222235,0.375,0.4666666666666666,0.1,0.6333333333333333,0.4125,0.2583333333333333,0.2,0.27499999999999997,1.0
0.08916666666666669,0.046875,0.19999999999999998,0.6,0.06799999999999999,0.6,1.0,0.3336363636363636,0.8,0.5
0.6,0.5,0.09791666666666665,0.13333333333333333,0.25,0.06666666666666667,0.11818181818181818,0.3333333333333333,0.06153846153846154,0.1
0.13125,0.2,0.25,0.002500000000000005,0.06666666666666667,0.03333333333333333,0.875,0.07,0.375,0.11441558441558441
0.175,0.12222222222222222,0.1,0.08214285714285713,0.05,0.25833333333333336,0.12916666666666665,0.05,0.16285714285714287,0.23333333333333334
0.45,0.22499999999999998,0.5,0.08333333333333333,0.6,0.14206349206349206,0.5,0.1,0.011111111111111106,0.6
0.3,0.16666666666666666,0.025000000000000005,0.16666666666666666,0.6,0.021428571428571425,0.6,0.15833333333333333,0.2333333333333333,0.2833333333333333
0.16666666666666666,0.5,0.1375,0.18666666666666668,0.13636363636363635,0.09523809523809523,0.1,0.08333333333333333,0.0875,0.175
0.5,0.1,0.03460648148148147,0.14285714285714285,0.45,0.05,0.15000000000000002,0.625,0.15,0.5
0.21999999999999997,0.3766666666666667,0.025,0.45499999999999996,0.15625,0.25,0.26666666666666666,0.4,0.037500000000000006,0.5
0.5,0.3,0.125,0.09999999999999999,0.5875,0.5,0.35,0.16319444444444442,0.3666666666666667,0.09999999999999999
0.38749999999999996,0.1513888888888889,0.19166666666666665,0.26666666666666666,0.6,0.21,0.4666666666666666,0.025,0.1,0.18750000000000003
0.4,0.278125,0.07777777777777779,0.16666666666666666,0.2,0.35,0.15625,0.5,0.27699999999999997,0.39285714285714285
0.0875,0.5,0.38571428571428573,0.3,0.35,0.3,0.12071428571428572,0.75,0.26,0.043809523809523826
0.03166666666666666,0.21428571428571427,0.3333333333333333,0.4375,0.2857142857142857,0.13333333333333333,0.6,0.25,0.06818181818181818,0.004615384615384616
0.1722222222222222,0.1,0.3416666666666667,0.5,0.00416666666666668,0.3541666666666667,0.26785714285714285,0.05000000000000001,0.1,0.0125
0.04999999999999999,0.29285714285714287,0.22361111111111112,0.06944444444444443,0.7,0.18333333333333335,1.0,0.06818181818181818,0.1875,0.12222222222222223
0.18333333333333335,0.2,0.7,0.375,0.033333333333333326,0.6,0.22000000000000003,0.1,0.26666666666666666,0.2
0.037662337662337654,0.1,0.2,0.3666666666666667,0.32727272727272727,0.2,0.06666666666666667,0.1,0.028125000000000004,0.1
0.20000000000000004,0.55,0.25,0.0875,0.65,0.14444444444444443,0.15,0.3125,0.4,0.2
0.3666666666666667,0.21428571428571427,0.09166666666666667,0.20312500000000003,0.43333333333333335,0.05,0.25,0.5,0.5,0.5
0.7000000000000001,0.043939393939393945,0.2,0.17714285714285713,0.16944444444444443,0.12177272727272728,0.25,0.12999999999999998,0.17875,0.2
0.3922222222222222,0.3,0.4333333333333333,0.5,0.6666666666666666,0.3,0.35,0.6,0.2375,0.036111111111111115
0.178125,0.6,0.75,0.21727272727272728,0.7,0.3,0.5,0.2,0.31666666666666665,0.4041666666666666
0.175,0.09678571428571428,0.1,0.20555555555555557,0.128125,0.2,0.1,0.6,0.2,0.21666666666666665
0.1,0.3,0.7,0.3064814814814815,0.13636363636363635,0.39285714285714285,1.0,0.56,0.5,0.3
0.03333333333333333,0.55,0.27499999999999997,0.15625,0.22916666666666669,0.5,0.25,0.1,0.14166666666666666,0.15000000000000002
0.07500000000000001,0.6,0.028571428571428588,0.05,0.35,0.01833333333333334,0.09375,0.16666666666666666,0.22812499999999997,0.21428571428571427
0.2,0.16666666666666666,0.4,0.5,0.1,0.4166666666666667,0.2333333333333333,0.3,0.25,0.03125
0.35,0.25,0.25,0.875,0.13636363636363635,0.5,0.016666666666666666,0.5,0.25,0.7
0.5,0.5,0.242,0.25,0.20625,0.5,0.5,0.11898148148148147,0.7,0.6
0.265,0.19999999999999998,0.15999999999999998,0.3,0.07500000000000001,0.19000000000000003,0.3666666666666667,0.05,0.05,0.08
0.2,0.10000000000000002,0.4581818181818182,0.26285714285714284,0.2726190476190476,0.014814814814814808,0.1340909090909091,0.4375,0.10714285714285714,0.14285714285714285
0.5,0.3,0.13333333333333333,0.5416666666666666,0.6,0.038888888888888896,0.6666666666666666,0.275,0.1416666666666667,0.5333333333333333
0.6,0.18333333333333335,0.1605952380952381,0.12000000000000002,0.30000000000000004,0.16249999999999998,0.08916666666666669,0.7,0.4,0.5
0.16666666666666666,0.6,0.05333333333333334,0.16666666666666666,0.16666666666666666,1.0,0.1,0.35,0.3875,0.065
0.0062500000000000056,0.2,0.22499999999999998,0.03125,0.7749999999999999,0.03333333333333334,0.1,0.5,0.1,0.17812500000000003
0.25,0.6,0.10833333333333332,0.3041666666666667,0.85,0.3333333333333333,0.3666666666666667,0.25,0.7,0.3541666666666667
0.25,0.028124999999999983,0.14700000000000002,0.1,0.2,0.1,0.2857142857142857,0.3190476190476191,0.1,0.3481481481481481
